PSA_Id,Domain,English,Kiswahili,Dholuo,English_tokens,Kiswahili_tokens,Dholuo_tokens,English_token_count,Kiswahili_token_count,Dholuo_token_count,Kiswahili_borrowed_terms,Dholuo_borrowed_terms,Kiswahili_has_codeswitch,Dholuo_has_codeswitch,English_word_count,Kiswahili_word_count,Dholuo_word_count,ratio_kis_eng,ratio_dho_eng,ratio_dho_kis,Dholuo_has_repeat_loop
1658,Security & Safety,Stampedes worsen disasters. Follow authorities' instructions and avoid panic during mass evacuations.,Kukanyagana huzidisha majanga. Fuata maagizo ya mamlaka na epuka hofu wakati wa uhamishaji wa watu wengi.,Luw chike ma sirkal chiko kendo kik ibed maluor sama itimo chenro mar golo ji e kuonde masira,"['Stampedes', 'worsen', 'disasters', '.', 'Follow', 'authorities', ""'"", 'instructions', 'and', 'avoid', 'panic', 'during', 'mass', 'evacuations', '.']","['Kukanyagana', 'huzidisha', 'majanga', '.', 'Fuata', 'maagizo', 'ya', 'mamlaka', 'na', 'epuka', 'hofu', 'wakati', 'wa', 'uhamishaji', 'wa', 'watu', 'wengi', '.']","['Luw', 'chike', 'ma', 'sirkal', 'chiko', 'kendo', 'kik', 'ibed', 'maluor', 'sama', 'itimo', 'chenro', 'mar', 'golo', 'ji', 'e', 'kuonde', 'masira']",15,18,18,[],[],False,False,12,16,18,1.3333333333333333,1.5,1.125,False
2300,Security & Safety,A bill proposes a 10‑year procurement ban for individuals and firms convicted of corruption.,Muswada unapendekeza marufuku ya miaka 10 ya ununuzi kwa watu binafsi na makampuni yaliyopatikana na hatia ya ufisadi.,Bill moro otemo keto mar higini apar marfuk mar nyiewo gik moko ne ji koda ne ohala ma ne oyang' gi ketho mar mibadhi.,"['A', 'bill', 'proposes', 'a', '10‑year', 'procurement', 'ban', 'for', 'individuals', 'and', 'firms', 'convicted', 'of', 'corruption', '.']","['Muswada', 'unapendekeza', 'marufuku', 'ya', 'miaka', '10', 'ya', 'ununuzi', 'kwa', 'watu', 'binafsi', 'na', 'makampuni', 'yaliyopatikana', 'na', 'hatia', 'ya', 'ufisadi', '.']","['Bill', 'moro', 'otemo', 'keto', 'mar', 'higini', 'apar', 'marfuk', 'mar', 'nyiewo', 'gik', 'moko', 'ne', 'ji', 'koda', 'ne', 'ohala', 'ma', 'ne', 'oyang', ""'"", 'gi', 'ketho', 'mar', 'mibadhi', '.']",15,19,26,[],[],False,False,14,18,24,1.2857142857142858,1.7142857142857142,1.3333333333333333,False
205,Education,Ensure access! Provide digital platforms for all students.,Hakikisha upatikanaji! Toa majukwaa ya kidijitali kwa wanafunzi wote.,Beduru motang' mondo kik udonj! Miyo jopuonjre duto thuolo mar tiyo gi intanet.,"['Ensure', 'access', '!', 'Provide', 'digital', 'platforms', 'for', 'all', 'students', '.']","['Hakikisha', 'upatikanaji', '!', 'Toa', 'majukwaa', 'ya', 'kidijitali', 'kwa', 'wanafunzi', 'wote', '.']","['Beduru', 'motang', ""'"", 'mondo', 'kik', 'udonj', '!', 'Miyo', 'jopuonjre', 'duto', 'thuolo', 'mar', 'tiyo', 'gi', 'intanet', '.']",10,11,16,[],[],False,False,8,9,13,1.125,1.625,1.4444444444444444,False
3589,Agriculture,Combine monitoring fields weekly with proper spacing to boost your cassava yield.,Changanya kufuatilia mashamba kila wiki na nafasi sahihi ili kuongeza mavuno ya muhogo.,Riw puothe mag luwo juma ka juma kod thuolo mowinjore mondo omed cham mari mar ngano.,"['Combine', 'monitoring', 'fields', 'weekly', 'with', 'proper', 'spacing', 'to', 'boost', 'your', 'cassava', 'yield', '.']","['Changanya', 'kufuatilia', 'mashamba', 'kila', 'wiki', 'na', 'nafasi', 'sahihi', 'ili', 'kuongeza', 'mavuno', 'ya', 'muhogo', '.']","['Riw', 'puothe', 'mag', 'luwo', 'juma', 'ka', 'juma', 'kod', 'thuolo', 'mowinjore', 'mondo', 'omed', 'cham', 'mari', 'mar', 'ngano', '.']",13,14,17,[],[],False,False,12,13,16,1.0833333333333333,1.3333333333333333,1.2307692307692308,False
2606,Governance,"By 5 months ago DIG Lagat warns officers to desist from corruption Days after prisoners escaped from lawful custody at a court in Siaya, Deputy Inspector General Eliud Lagat toured the county and urged officers to maintain professionalism and teamwork.","Kufikia miezi 5 iliyopita DIG Lagat awaonya maafisa kuacha ufisadi Siku chache baada ya wafungwa kutoroka kutoka kizuizini halali katika mahakama huko Siaya, Naibu Inspekta Jenerali Eliud Lagat alizuru kaunti hiyo na kuwasihi maafisa kudumisha weledi na ushirikiano.","Dweche abich mosekalo ka ne ogolo gwenge mag Lagat, ne osiemo jotelo mondo owe timbe mag mibadhi bang ' ka joma otwe ne oseyudo thuolo mar tony e kot e taon mar Siaya, Jachiwo mar jatend obila Eliud Lagat ne ofwenyo gweng'no kendo ne odwaro ni jotelogo odhi nyime gi tijgi mar tiegruok.","['By', '5', 'months', 'ago', 'DIG', 'Lagat', 'warns', 'officers', 'to', 'desist', 'from', 'corruption', 'Days', 'after', 'prisoners', 'escaped', 'from', 'lawful', 'custody', 'at', 'a', 'court', 'in', 'Siaya', ',', 'Deputy', 'Inspector', 'General', 'Eliud', 'Lagat', 'toured', 'the', 'county', 'and', 'urged', 'officers', 'to', 'maintain', 'professionalism', 'and', 'teamwork', '.']","['Kufikia', 'miezi', '5', 'iliyopita', 'DIG', 'Lagat', 'awaonya', 'maafisa', 'kuacha', 'ufisadi', 'Siku', 'chache', 'baada', 'ya', 'wafungwa', 'kutoroka', 'kutoka', 'kizuizini', 'halali', 'katika', 'mahakama', 'huko', 'Siaya', ',', 'Naibu', 'Inspekta', 'Jenerali', 'Eliud', 'Lagat', 'alizuru', 'kaunti', 'hiyo', 'na', 'kuwasihi', 'maafisa', 'kudumisha', 'weledi', 'na', 'ushirikiano', '.']","['Dweche', 'abich', 'mosekalo', 'ka', 'ne', 'ogolo', 'gwenge', 'mag', 'Lagat', ',', 'ne', 'osiemo', 'jotelo', 'mondo', 'owe', 'timbe', 'mag', 'mibadhi', 'bang', ""'"", 'ka', 'joma', 'otwe', 'ne', 'oseyudo', 'thuolo', 'mar', 'tony', 'e', 'kot', 'e', 'taon', 'mar', 'Siaya', ',', 'Jachiwo', 'mar', 'jatend', 'obila', 'Eliud', 'Lagat', 'ne', 'ofwenyo', 'gweng', ""'"", 'no', 'kendo', 'ne', 'odwaro', 'ni', 'jotelogo', 'odhi', 'nyime', 'gi', 'tijgi', 'mar', 'tiegruok', '.']",42,40,58,"['Lagat', 'Eliud', 'DIG', 'Siaya']","['Lagat', 'Eliud', 'Siaya']",True,True,40,38,53,0.95,1.325,1.394736842105263,False
3335,Agriculture,Vaccinate your sheep against foot-and-mouth disease before the rainy season.,Chanja kondoo yako dhidi ya ugonjwa wa miguu na midomo kabla ya msimu wa mvua.,Chiw rombe mari chanjo mar tuoche mag tielo kod dhok kapok kinde koth ochopo.,"['Vaccinate', 'your', 'sheep', 'against', 'foot-and-mouth', 'disease', 'before', 'the', 'rainy', 'season', '.']","['Chanja', 'kondoo', 'yako', 'dhidi', 'ya', 'ugonjwa', 'wa', 'miguu', 'na', 'midomo', 'kabla', 'ya', 'msimu', 'wa', 'mvua', '.']","['Chiw', 'rombe', 'mari', 'chanjo', 'mar', 'tuoche', 'mag', 'tielo', 'kod', 'dhok', 'kapok', 'kinde', 'koth', 'ochopo', '.']",11,16,15,[],[],False,False,10,15,14,1.5,1.4,0.9333333333333333,False
492,Education,Process for profit! Learn food processing in TVET programs.,Mchakato wa kupata faida! Jifunze usindikaji wa chakula katika programu za TVET.,Timuru kamano mondo uyud ohala! Puonjri kaka itiyo gi chiemo e program mag TVET.,"['Process', 'for', 'profit', '!', 'Learn', 'food', 'processing', 'in', 'TVET', 'programs', '.']","['Mchakato', 'wa', 'kupata', 'faida', '!', 'Jifunze', 'usindikaji', 'wa', 'chakula', 'katika', 'programu', 'za', 'TVET', '.']","['Timuru', 'kamano', 'mondo', 'uyud', 'ohala', '!', 'Puonjri', 'kaka', 'itiyo', 'gi', 'chiemo', 'e', 'program', 'mag', 'TVET', '.']",11,14,16,['TVET'],['TVET'],True,True,9,12,14,1.3333333333333333,1.5555555555555556,1.1666666666666667,False
1446,Agriculture,Latest Opinions & Insights · There is a growing climate emergency facing smallholders across Asia Pacific – what is IFAD doing about it? · Digital agriculture: ...,Maoni na Maarifa ya Hivi Karibuni · Kuna dharura inayoongezeka ya hali ya hewa inayowakabili wakulima wadogo kote Asia Pasifiki – IFAD inafanya nini kuihusu? · Kilimo cha kidijitali: ...,Weche ma Ji Wacho kod Gik ma Ji Winjo e Wi Muma Otieko Nitie chandruok moro maduong' ma yudoga joma nigi farese matindo e piny Asia Pacific duto.,"['Latest', 'Opinions', '&', 'Insights', '·', 'There', 'is', 'a', 'growing', 'climate', 'emergency', 'facing', 'smallholders', 'across', 'Asia', 'Pacific', '–', 'what', 'is', 'IFAD', 'doing', 'about', 'it', '?', '·', 'Digital', 'agriculture', ':', '...']","['Maoni', 'na', 'Maarifa', 'ya', 'Hivi', 'Karibuni', '·', 'Kuna', 'dharura', 'inayoongezeka', 'ya', 'hali', 'ya', 'hewa', 'inayowakabili', 'wakulima', 'wadogo', 'kote', 'Asia', 'Pasifiki', '–', 'IFAD', 'inafanya', 'nini', 'kuihusu', '?', '·', 'Kilimo', 'cha', 'kidijitali', ':', '...']","['Weche', 'ma', 'Ji', 'Wacho', 'kod', 'Gik', 'ma', 'Ji', 'Winjo', 'e', 'Wi', 'Muma', 'Otieko', 'Nitie', 'chandruok', 'moro', 'maduong', ""'"", 'ma', 'yudoga', 'joma', 'nigi', 'farese', 'matindo', 'e', 'piny', 'Asia', 'Pacific', 'duto', '.']",29,32,30,"['IFAD', 'Asia']","['Pacific', 'Asia']",True,True,27,30,28,1.1111111111111112,1.037037037037037,0.9333333333333333,False
2141,Security & Safety,NPS reminded officers to avoid misuse of force during protests and maintain professionalism.,NPS iliwakumbusha maafisa kuepuka matumizi mabaya ya nguvu wakati wa maandamano na kudumisha weledi.,NPS noparo ne jotend polis ni kik giti gi teko e yo marach e kinde mag mor kendo gitim gik ma nyiso ni gin joma olony.,"['NPS', 'reminded', 'officers', 'to', 'avoid', 'misuse', 'of', 'force', 'during', 'protests', 'and', 'maintain', 'professionalism', '.']","['NPS', 'iliwakumbusha', 'maafisa', 'kuepuka', 'matumizi', 'mabaya', 'ya', 'nguvu', 'wakati', 'wa', 'maandamano', 'na', 'kudumisha', 'weledi', '.']","['NPS', 'noparo', 'ne', 'jotend', 'polis', 'ni', 'kik', 'giti', 'gi', 'teko', 'e', 'yo', 'marach', 'e', 'kinde', 'mag', 'mor', 'kendo', 'gitim', 'gik', 'ma', 'nyiso', 'ni', 'gin', 'joma', 'olony', '.']",14,15,27,['NPS'],['NPS'],True,True,13,14,26,1.0769230769230769,2.0,1.8571428571428572,False
2875,Governance,"Mental health boost in Kenya: 32 counselors graduate in Thika to tackle depression, trauma, and substance abuse. Africana College Director Dr. Susan Gitau urges government to fund county-level counseling centers to expand access to lifesaving psychosocial support.","Kuimarika kwa afya ya akili nchini Kenya: Washauri 32 wahitimu huko Thika ili kukabiliana na mfadhaiko, kiwewe, na matumizi mabaya ya dawa za kulevya. Mkurugenzi wa Chuo cha Africana Dkt. Susan Gitau anahimiza serikali kufadhili vituo vya ushauri nasaha vya ngazi ya kaunti ili kupanua ufikiaji wa usaidizi wa kisaikolojia unaookoa uhai.","bero paro maber mar obuongo e Piny Kenya: Jolony piero adek kod ariyo machiwo paro mar mag thieth e Thika kedo gi tuwo mar parruok, timbe mahundu, kod tiyo marach gi yedhe mamero. Susan Gitau, ma en jatend mbalariany mar piny Afrika , kwayo sirkal mondo ochiw kony gi kuonde ma ji yudoe kony e weche thieth mondo okonygi.","['Mental', 'health', 'boost', 'in', 'Kenya', ':', '32', 'counselors', 'graduate', 'in', 'Thika', 'to', 'tackle', 'depression', ',', 'trauma', ',', 'and', 'substance', 'abuse', '.', 'Africana', 'College', 'Director', 'Dr.', 'Susan', 'Gitau', 'urges', 'government', 'to', 'fund', 'county-level', 'counseling', 'centers', 'to', 'expand', 'access', 'to', 'lifesaving', 'psychosocial', 'support', '.']","['Kuimarika', 'kwa', 'afya', 'ya', 'akili', 'nchini', 'Kenya', ':', 'Washauri', '32', 'wahitimu', 'huko', 'Thika', 'ili', 'kukabiliana', 'na', 'mfadhaiko', ',', 'kiwewe', ',', 'na', 'matumizi', 'mabaya', 'ya', 'dawa', 'za', 'kulevya', '.', 'Mkurugenzi', 'wa', 'Chuo', 'cha', 'Africana', 'Dkt', '.', 'Susan', 'Gitau', 'anahimiza', 'serikali', 'kufadhili', 'vituo', 'vya', 'ushauri', 'nasaha', 'vya', 'ngazi', 'ya', 'kaunti', 'ili', 'kupanua', 'ufikiaji', 'wa', 'usaidizi', 'wa', 'kisaikolojia', 'unaookoa', 'uhai', '.']","['bero', 'paro', 'maber', 'mar', 'obuongo', 'e', 'Piny', 'Kenya', ':', 'Jolony', 'piero', 'adek', 'kod', 'ariyo', 'machiwo', 'paro', 'mar', 'mag', 'thieth', 'e', 'Thika', 'kedo', 'gi', 'tuwo', 'mar', 'parruok', ',', 'timbe', 'mahundu', ',', 'kod', 'tiyo', 'marach', 'gi', 'yedhe', 'mamero', '.', 'Susan', 'Gitau', ',', 'ma', 'en', 'jatend', 'mbalariany', 'mar', 'piny', 'Afrika', ',', 'kwayo', 'sirkal', 'mondo', 'ochiw', 'kony', 'gi', 'kuonde', 'ma', 'ji', 'yudoe', 'kony', 'e', 'weche', 'thieth', 'mondo', 'okonygi', '.']",42,58,65,"['Thika', 'Gitau', 'Kenya', 'Africana', 'Susan']","['Thika', 'Gitau', 'Kenya', 'Susan']",True,True,37,52,59,1.4054054054054055,1.5945945945945945,1.1346153846153846,False
4353,Health,Talk to a health worker about managing chronic illness to protect your family's health.,Zungumza na mhudumu wa afya kuhusu usimamizi wa magonjwa sugu ili kulinda afya ya familia yako.,Wuo gi jatich mar thieth kuom kaka inyalo rito tuoche ma ok rum mondo orit ngima mar joodu.,"['Talk', 'to', 'a', 'health', 'worker', 'about', 'managing', 'chronic', 'illness', 'to', 'protect', 'your', 'family', ""'s"", 'health', '.']","['Zungumza', 'na', 'mhudumu', 'wa', 'afya', 'kuhusu', 'usimamizi', 'wa', 'magonjwa', 'sugu', 'ili', 'kulinda', 'afya', 'ya', 'familia', 'yako', '.']","['Wuo', 'gi', 'jatich', 'mar', 'thieth', 'kuom', 'kaka', 'inyalo', 'rito', 'tuoche', 'ma', 'ok', 'rum', 'mondo', 'orit', 'ngima', 'mar', 'joodu', '.']",16,17,19,[],[],False,False,14,16,18,1.1428571428571428,1.2857142857142858,1.125,False
2506,Governance,The County Government of Kericho is advising all residents to remain on high alert due to the ongoing heavy rains being experienced across the county.,Serikali ya Kaunti ya Kericho inawashauri wakazi wote kuendelea kuwa macho kutokana na mvua kubwa inayoendelea kunyesha kote kaunti.,Sirkal mar kaunti ma Kericho jiwo ji duto mondo obed motang' ahinya nikech koth maduong' ma dhi nyime e gwenge mag kaunti no duto.,"['The', 'County', 'Government', 'of', 'Kericho', 'is', 'advising', 'all', 'residents', 'to', 'remain', 'on', 'high', 'alert', 'due', 'to', 'the', 'ongoing', 'heavy', 'rains', 'being', 'experienced', 'across', 'the', 'county', '.']","['Serikali', 'ya', 'Kaunti', 'ya', 'Kericho', 'inawashauri', 'wakazi', 'wote', 'kuendelea', 'kuwa', 'macho', 'kutokana', 'na', 'mvua', 'kubwa', 'inayoendelea', 'kunyesha', 'kote', 'kaunti', '.']","['Sirkal', 'mar', 'kaunti', 'ma', 'Kericho', 'jiwo', 'ji', 'duto', 'mondo', 'obed', 'motang', ""'"", 'ahinya', 'nikech', 'koth', 'maduong', ""'"", 'ma', 'dhi', 'nyime', 'e', 'gwenge', 'mag', 'kaunti', 'no', 'duto', '.']",26,20,27,['Kericho'],['Kericho'],True,True,25,19,24,0.76,0.96,1.263157894736842,False
429,Education,Maintain school infrastructure 2023.,Kudumisha miundombinu ya shule 2023.,Rit maber chenro mag skunde 2023.,"['Maintain', 'school', 'infrastructure', '2023', '.']","['Kudumisha', 'miundombinu', 'ya', 'shule', '2023', '.']","['Rit', 'maber', 'chenro', 'mag', 'skunde', '2023', '.']",5,6,7,[],[],False,False,4,5,6,1.25,1.5,1.2,False
1220,Health,"Empowering farmers living with HIV/AIDS a crucial step towards sustainable agriculture, community well-being","Kuwawezesha wakulima wanaoishi na VVU/UKIMWI ni hatua muhimu kuelekea kilimo endelevu, ustawi wa jamii","Miyo jopur ma nigi AYAKI/AIDS teko en okang' maduong' e yor pur masiko, ngima maber mar oganda","['Empowering', 'farmers', 'living', 'with', 'HIV/AIDS', 'a', 'crucial', 'step', 'towards', 'sustainable', 'agriculture', ',', 'community', 'well-being']","['Kuwawezesha', 'wakulima', 'wanaoishi', 'na', 'VVU/UKIMWI', 'ni', 'hatua', 'muhimu', 'kuelekea', 'kilimo', 'endelevu', ',', 'ustawi', 'wa', 'jamii']","['Miyo', 'jopur', 'ma', 'nigi', 'AYAKI', '/', 'AIDS', 'teko', 'en', 'okang', ""'"", 'maduong', ""'"", 'e', 'yor', 'pur', 'masiko', ',', 'ngima', 'maber', 'mar', 'oganda']",14,15,22,[],['AIDS'],False,True,13,14,17,1.0769230769230769,1.3076923076923077,1.2142857142857142,False
4133,Health,Health workers recommend learning about adolescent reproductive health alongside practicing safe disposal of medical waste at home.,Wahudumu wa afya wanapendekeza kujifunza kuhusu afya ya uzazi kwa vijana pamoja na kufanya utupaji salama wa taka za hospitalini nyumbani.,Jotich mag thieth chiwo paro ni ji opuonjre e wi thieth mar nyuol mar nyithindo ma rowere kaachiel gi puonjruok mar wito yugi mag thieth e ot maber.,"['Health', 'workers', 'recommend', 'learning', 'about', 'adolescent', 'reproductive', 'health', 'alongside', 'practicing', 'safe', 'disposal', 'of', 'medical', 'waste', 'at', 'home', '.']","['Wahudumu', 'wa', 'afya', 'wanapendekeza', 'kujifunza', 'kuhusu', 'afya', 'ya', 'uzazi', 'kwa', 'vijana', 'pamoja', 'na', 'kufanya', 'utupaji', 'salama', 'wa', 'taka', 'za', 'hospitalini', 'nyumbani', '.']","['Jotich', 'mag', 'thieth', 'chiwo', 'paro', 'ni', 'ji', 'opuonjre', 'e', 'wi', 'thieth', 'mar', 'nyuol', 'mar', 'nyithindo', 'ma', 'rowere', 'kaachiel', 'gi', 'puonjruok', 'mar', 'wito', 'yugi', 'mag', 'thieth', 'e', 'ot', 'maber', '.']",18,22,29,[],[],False,False,17,21,28,1.2352941176470589,1.6470588235294117,1.3333333333333333,False
1537,Agriculture,"Technology is used at all stages of crop and animal production. The delegation's aim was to identify Chinese agricultural technologies, assess their relevance.","Teknolojia hutumika katika hatua zote za uzalishaji wa mazao na wanyama. Lengo la ujumbe huo lilikuwa kutambua teknolojia za kilimo za Kichina, kutathmini umuhimu wake.","Thoth joma ne obiro e chokruogno ne dwaro ng'eyo kaka China tiyo gi teknoloji mar pur, kendo neno kaka otiyo gi tekono.","['Technology', 'is', 'used', 'at', 'all', 'stages', 'of', 'crop', 'and', 'animal', 'production', '.', 'The', 'delegation', ""'s"", 'aim', 'was', 'to', 'identify', 'Chinese', 'agricultural', 'technologies', ',', 'assess', 'their', 'relevance', '.']","['Teknolojia', 'hutumika', 'katika', 'hatua', 'zote', 'za', 'uzalishaji', 'wa', 'mazao', 'na', 'wanyama', '.', 'Lengo', 'la', 'ujumbe', 'huo', 'lilikuwa', 'kutambua', 'teknolojia', 'za', 'kilimo', 'za', 'Kichina', ',', 'kutathmini', 'umuhimu', 'wake', '.']","['Thoth', 'joma', 'ne', 'obiro', 'e', 'chokruogno', 'ne', 'dwaro', 'ng', ""'"", 'eyo', 'kaka', 'China', 'tiyo', 'gi', 'teknoloji', 'mar', 'pur', ',', 'kendo', 'neno', 'kaka', 'otiyo', 'gi', 'tekono', '.']",27,28,26,[],[],False,False,23,25,22,1.0869565217391304,0.9565217391304348,0.88,False
2352,Security & Safety,IG bans possession of arms in designated areas.,IG inapiga marufuku umiliki wa silaha katika maeneo yaliyotengwa.,IG ok oyie gi bedo gi gige lweny e alwora ma ji oyiero.,"['IG', 'bans', 'possession', 'of', 'arms', 'in', 'designated', 'areas', '.']","['IG', 'inapiga', 'marufuku', 'umiliki', 'wa', 'silaha', 'katika', 'maeneo', 'yaliyotengwa', '.']","['IG', 'ok', 'oyie', 'gi', 'bedo', 'gi', 'gige', 'lweny', 'e', 'alwora', 'ma', 'ji', 'oyiero', '.']",9,10,14,['IG'],['IG'],True,True,8,9,13,1.125,1.625,1.4444444444444444,False
430,Education,Make schools accessible! Install ramps for disabled students.,Fanya shule zipatikane! Weka njia panda kwa wanafunzi wenye ulemavu.,Timuru mondo ji duto oyud thuolo mar dhi e skul! Ket kuonde ma nyithindo nyalo idhogo.,"['Make', 'schools', 'accessible', '!', 'Install', 'ramps', 'for', 'disabled', 'students', '.']","['Fanya', 'shule', 'zipatikane', '!', 'Weka', 'njia', 'panda', 'kwa', 'wanafunzi', 'wenye', 'ulemavu', '.']","['Timuru', 'mondo', 'ji', 'duto', 'oyud', 'thuolo', 'mar', 'dhi', 'e', 'skul', '!', 'Ket', 'kuonde', 'ma', 'nyithindo', 'nyalo', 'idhogo', '.']",10,12,18,[],[],False,False,8,10,16,1.25,2.0,1.6,False
921,Health,Engage in activities that promote mental health awareness and advocacy. This can help create a sense of belonging and purpose.,Shiriki katika shughuli zinazokuza ufahamu na utetezi wa afya ya akili. Hii inaweza kusaidia kujenga hisia ya kuwa wa kipekee na kusudi.,"Miyo ringreni obed gi teko, pachi bende obed gi teko! Gik ma ichamo, kaka itimo, koda gigo ma ok itimo chiko pach ng'ato. Yier chiemo maler, bed ng'at matiyo matek, kendo kik imak kong'o kata gik mamoko manyalo hinyi. In iwuon e ma ibiro bedo mamor!","['Engage', 'in', 'activities', 'that', 'promote', 'mental', 'health', 'awareness', 'and', 'advocacy', '.', 'This', 'can', 'help', 'create', 'a', 'sense', 'of', 'belonging', 'and', 'purpose', '.']","['Shiriki', 'katika', 'shughuli', 'zinazokuza', 'ufahamu', 'na', 'utetezi', 'wa', 'afya', 'ya', 'akili', '.', 'Hii', 'inaweza', 'kusaidia', 'kujenga', 'hisia', 'ya', 'kuwa', 'wa', 'kipekee', 'na', 'kusudi', '.']","['Miyo', 'ringreni', 'obed', 'gi', 'teko', ',', 'pachi', 'bende', 'obed', 'gi', 'teko', '!', 'Gik', 'ma', 'ichamo', ',', 'kaka', 'itimo', ',', 'koda', 'gigo', 'ma', 'ok', 'itimo', 'chiko', 'pach', 'ng', ""'"", 'ato', '.', 'Yier', 'chiemo', 'maler', ',', 'bed', 'ng', ""'"", 'at', 'matiyo', 'matek', ',', 'kendo', 'kik', 'imak', 'kong', ""'"", 'o', 'kata', 'gik', 'mamoko', 'manyalo', 'hinyi', '.', 'In', 'iwuon', 'e', 'ma', 'ibiro', 'bedo', 'mamor', '!']",22,24,61,[],[],False,False,20,22,46,1.1,2.3,2.090909090909091,False
2716,Governance,EACC urges members of the public not to at any time succumb to bribe demands from public officials but always report such matters.,EACC inawasihi wananchi kutokubali madai ya rushwa kutoka kwa maafisa wa umma wakati wowote bali waripoti masuala kama hayo kila wakati.,EACC jiwo jopiny mondo kik gidog chien ne weche asoya ma idwaro kod jotelo to gibed ka giwachwlo lipode ma kamago.,"['EACC', 'urges', 'members', 'of', 'the', 'public', 'not', 'to', 'at', 'any', 'time', 'succumb', 'to', 'bribe', 'demands', 'from', 'public', 'officials', 'but', 'always', 'report', 'such', 'matters', '.']","['EACC', 'inawasihi', 'wananchi', 'kutokubali', 'madai', 'ya', 'rushwa', 'kutoka', 'kwa', 'maafisa', 'wa', 'umma', 'wakati', 'wowote', 'bali', 'waripoti', 'masuala', 'kama', 'hayo', 'kila', 'wakati', '.']","['EACC', 'jiwo', 'jopiny', 'mondo', 'kik', 'gidog', 'chien', 'ne', 'weche', 'asoya', 'ma', 'idwaro', 'kod', 'jotelo', 'to', 'gibed', 'ka', 'giwachwlo', 'lipode', 'ma', 'kamago', '.']",24,22,22,['EACC'],['EACC'],True,True,23,21,21,0.9130434782608695,0.9130434782608695,1.0,False
623,Education,Stay clean! Use school sanitation facilities to prevent cholera.,Endelea kuwa safi! Tumia vifaa vya usafi wa shule ili kuzuia kipindupindu.,Beduru maler! Ti maber gi kuonde ma ler yudore e skul mondo kik iyud kute mag ayaki.,"['Stay', 'clean', '!', 'Use', 'school', 'sanitation', 'facilities', 'to', 'prevent', 'cholera', '.']","['Endelea', 'kuwa', 'safi', '!', 'Tumia', 'vifaa', 'vya', 'usafi', 'wa', 'shule', 'ili', 'kuzuia', 'kipindupindu', '.']","['Beduru', 'maler', '!', 'Ti', 'maber', 'gi', 'kuonde', 'ma', 'ler', 'yudore', 'e', 'skul', 'mondo', 'kik', 'iyud', 'kute', 'mag', 'ayaki', '.']",11,14,19,[],[],False,False,9,12,17,1.3333333333333333,1.8888888888888888,1.4166666666666667,False
162,Education,Drink safe water! Prevent cholera in schools.,Kunywa maji salama! Zuia kipindupindu shuleni.,Madho pi maler! Geng'o kolera e skunde.,"['Drink', 'safe', 'water', '!', 'Prevent', 'cholera', 'in', 'schools', '.']","['Kunywa', 'maji', 'salama', '!', 'Zuia', 'kipindupindu', 'shuleni', '.']","['Madho', 'pi', 'maler', '!', 'Geng', ""'"", 'o', 'kolera', 'e', 'skunde', '.']",9,8,11,[],[],False,False,7,6,7,0.8571428571428571,1.0,1.1666666666666667,False
1669,Security & Safety,Intimate partner violence often escalates gradually. Early recognition and training for frontline professionals support prevention and safe referrals.,Vurugu za wapenzi wa karibu mara nyingi huongezeka polepole. Utambuzi wa mapema na mafunzo kwa wataalamu wa mstari wa mbele husaidia kuzuia na rufaa salama.,Kinde mang'eny dhap dhako gi dichuo modak kanyakla medo bedo marach mosmos. Omiyo chop lendo mag dhao e migepe mohangi ne jopiny,"['Intimate', 'partner', 'violence', 'often', 'escalates', 'gradually', '.', 'Early', 'recognition', 'and', 'training', 'for', 'frontline', 'professionals', 'support', 'prevention', 'and', 'safe', 'referrals', '.']","['Vurugu', 'za', 'wapenzi', 'wa', 'karibu', 'mara', 'nyingi', 'huongezeka', 'polepole', '.', 'Utambuzi', 'wa', 'mapema', 'na', 'mafunzo', 'kwa', 'wataalamu', 'wa', 'mstari', 'wa', 'mbele', 'husaidia', 'kuzuia', 'na', 'rufaa', 'salama', '.']","['Kinde', 'mang', ""'"", 'eny', 'dhap', 'dhako', 'gi', 'dichuo', 'modak', 'kanyakla', 'medo', 'bedo', 'marach', 'mosmos', '.', 'Omiyo', 'chop', 'lendo', 'mag', 'dhao', 'e', 'migepe', 'mohangi', 'ne', 'jopiny']",20,27,25,[],[],False,False,18,25,22,1.3888888888888888,1.2222222222222223,0.88,False
373,Education,Keep learning! Enroll in schools despite drought challenges.,Endelea kujifunza! Jiandikishe katika shule licha ya changamoto za ukame.,Dhi nyime puonjori! Dhiuru e skunde kata obedo ni nitie pek moko.,"['Keep', 'learning', '!', 'Enroll', 'in', 'schools', 'despite', 'drought', 'challenges', '.']","['Endelea', 'kujifunza', '!', 'Jiandikishe', 'katika', 'shule', 'licha', 'ya', 'changamoto', 'za', 'ukame', '.']","['Dhi', 'nyime', 'puonjori', '!', 'Dhiuru', 'e', 'skunde', 'kata', 'obedo', 'ni', 'nitie', 'pek', 'moko', '.']",10,12,14,[],[],False,False,8,10,12,1.25,1.5,1.2,False
