PSA_Id,Domain,English,Kiswahili,Ekegusii,Dholuo,Somali
1579,Agriculture,"They've begun working with local chambers of agriculture and trade through the government's Digital Agriculture Market portal, where they upload ...","Wameanza kufanya kazi na vyumba vya kilimo na biashara vya ndani kupitia lango la serikali la Soko la Kilimo Dijitali, ambapo hupakia ...","bachakire gokora emeromo na abaremi bebiombe biebisara bia anka na abaonhoreria goetera omoroberio bweserikari bwegedichitari ase echiro yoboremi , abwo ase bakobeka ...","Gichako tiyo e puothe mag pur kod mag ohala kokalo kuom websait mar sirkal mar Digital Agricultural Market, kama giketoe gik moko....","Waxay bilaabeen inay la shaqeeyaan Rugta Beeraha iyo Ganacsiga ee Gobolka iyada oo loo marayo bogga Suuqa Beeraha Dijital ah ee Dowladda, halkaas oo ay ku soo dejiyaan ..."
1580,Agriculture,"Thinking of forming a group? Learn the step-by-step process of starting a credit cooperative, from member recruitment to registration.","Unafikiria kuunda kikundi? Jifunze mchakato wa hatua kwa hatua wa kuanzisha ushirika wa mikopo, kuanzia kuajiri wanachama hadi usajili.","Norengeretie buna ogochaka ekeombe? Egere ebitmbokero bigneirie ase ogochaka ekeombe giokorwa chibesa, goetera okorika abanyakeombe bao goika ekorika ekeombe.","Ka in gi paro mar chako kanyakla, puonjri kaka inyalo chako riwruok mar bengi mos mos, chakre bedo achiel kuom joma oseyie donjo e riwruok.","Markaad ka fekereyso sameynta kooxda, barashada tallaabo tallaabo tallaabo ah ee sameynta iskaashiga amaahda, laga bilaabo shaqaaleysiinta xubnaha ilaa diiwaangelinta."
1581,Agriculture,This advanced course builds on the 'Fundamentals of ICT4D in Agriculture course' to enhance knowledge and capacity among IFAD staff and ...,Kozi hii ya hali ya juu inajengwa juu ya 'Misingi ya kozi ya ICT4D katika Kilimo' ili kuongeza maarifa na uwezo miongoni mwa wafanyakazi wa IFAD na ...,Ogosoma oko kwaigoro nigo gokoagacha igoro ya ayabwenerete ICT4D ime ya ekosi yoboremi kwangoyia chisemi nobangaini nokobua gati ase abakoreri IFAD na ...,Chenro mar timo dongruokni en mar 'TEKNOHAMA's Vision of ICT4D in Agricultural Curriculum' mondo omed tiego joma tiyo e IFAD kod ......,"Koorsadan horumarsan waxay ku saleysan tahay koorsada ""Aasaaska ICT4D ee Beeraha"" si loo xoojiyo aqoonta iyo awoodda shaqaalaha IFAD iyo ..."
1582,Agriculture,This domination of agriculture by the aging community may negatively affect sustainable agricultural production. The contribution of labour to agriculture ...,Utawala huu wa kilimo na jamii ya wazee unaweza kuathiri vibaya uzalishaji endelevu wa kilimo. Mchango wa nguvu kazi katika kilimo ...,Ogtigara oko kwoboremi as ekegori na ekenyoro kegendererete kogota nebaise kogocha oboremi bwokwegendereria. Eki oboremi bogogesa gochia chinguru chibokoreri ...,Riwruok mar oganda moti e wi weche mag pur nyalo miyo tijno odhi nyime.,Xukuumadda da'da weyn ee ka talisa beeraha waxay saameyn xun ku yeelan kartaa wax soo saarka beeraha ee joogtada ah.
1583,Agriculture,"This Framework Document describes the formation of a Global Alliance for Climate-Smart Agriculture (hereafter ""the Alliance"") which seeks to improve ...","Hati hii ya Mfumo inaelezea uundaji wa Muungano wa Kimataifa wa Kilimo Kinachozingatia Hali ya Hewa (hapa ""Umoja"") ambao unalenga kuboresha ...","Omoroberio oyo bwemeremo nigo okoera buya buna ekeombe kiobomo bwense giachagete ase oboremo borengete rire (aigamotwe ""Obomo) obwo borigetie gokoinia...",Mani en buk ma lero kaka riwruok mar piny mangima mar timo lokruok e yo ma piny chalo (World Alliance for Climate Agriculture) (ma en achiel kuom riwruoge ma loso lokruok e yo ma piny chalo),"Dukumiintiga qaab-dhismeedka ayaa qeexaya sameynta Isbahaysi Caalami ah oo loogu talagalay Beeraha Cimilada ee Caqli-galka leh (oo ka dambeeya ""Isbahaysiga "") kaas oo doonaya in la hagaajiyo ..."
1584,Agriculture,"This involves longer term and near-term predictions of traditional indices, such as temperature and precipitation, as well as new bioclimatic indicators that ...","Hii inahusisha utabiri wa muda mrefu na wa karibu wa viashiria vya jadi, kama vile halijoto na mvua, pamoja na viashiria vipya vya kibiolojia ambavyo ...","Aya nigo abwatekaine nomoreroberio omotambe naboigo omoroberio omweng'e buna obomanyi bori boitabire igoro yerire neriberera bigochia koba, naboigo buna riberera rigochia boba ase ebimeri.","Mano oriwo weche ma ji koro chon kendo ma nyocha otiyogo e loso yedhe ma yudore e alworagi, kaka liet kod koth, kaachiel gi gik ma nyiso ni...","Tani waxay ku lug leedahay saadaasha muddada dheer iyo muddada gaaban ee tusmooyinka caadiga ah, sida heerkulka iyo roobabka, iyo sidoo kale tilmaamayaasha cusub ee cimilada ee ..."
1585,Agriculture,"This publication describes climate-smart agriculture (CSA) case studies from around the world, showing how the approach is implemented to address challenges ...","Chapisho hili linaelezea tafiti za mifano ya kilimo kinachozingatia mabadiliko ya tabianchi (CSA) kutoka kote ulimwenguni, likionyesha jinsi mbinu hiyo inavyotekelezwa ili kushughulikia changamoto ...","Egatabu eke nigo geworokereria igoro yoboremi borengete ogsareka kwerire (CSA) ebikworokereria korwa chingongo aoao chience, chikworokia bua omoroberio oyo ogokorwa gokonya omochando oyo ...","Bukni lero kaka tij chwoyo gik moko e bwo chal mar kor lwasi (Climate Agriculture - CSA) en gima timore e piny mangima, kendo nyiso kaka otiyo gi yorno e nyagore gi pek ma ji yudo ka piny otimo kamano.","Daabacaadani waxay sharxisaa daraasadaha kiiska ee beeraha cimilada ee caqliga leh (CSA) ee adduunka oo dhan, waxayna muujineysaa sida loo hirgeliyo habka looga hortago caqabadaha ..."
1586,Agriculture,This publication presents an assessment and mapping of CSA-SDG interlinkages. These provide entry points for targeted CSA planning to enhance synergies.,Chapisho hili linatoa tathmini na ramani ya miunganisho ya CSA-SDG. Hizi hutoa sehemu za kuanzia kwa mipango ya CSA inayolengwa ili kuongeza ushirikiano.,Egetabu eke nkworokia kere ayaitonetwe na omobaro bwabagokora oboremi obuya obwateranetie CSA-SDG. Aya nigo akorwa ebisoero gochia oboremi obuya borengete rire as abaremi abwo barengire nomoroberio oyo bwokoroberia CSA kwngoi okobwaterana.,Gasedni chiwo nonro kod map mar chenro mar CSA-SDG. Giwacho weche mag donjo e chenro ma itayo kod CSA mondo omed loso lalruok e kind gi.,Daabacaadani waxay soo bandhigeysaa qiimeyn iyo khariidad ku saabsan isku xirnaanta CSA-SDG. Kuwani waxay bixiyaan meelaha gelitaanka qorsheynta CSA ee bartilmaameedka ah si loo xoojiyo isdhexgalka.
1587,Agriculture,"This session focused on promoting sustainable agriculture and building the support needed for STI. Governments were lauded for developing policies, institutions ...","Kikao hiki kililenga kukuza kilimo endelevu na kujenga usaidizi unaohitajika kwa ajili ya Sayansi, Teknolojia na Uvumbuzi (STU). Serikali zilipongezwa kwa kuendeleza sera, taasisi ...","Enkwana eye nigo yarengete gokinia oboremi bwokwegendereria na koagacha ogosira koganeirie ase STI.Amagambi nagokeretwe ase okorosia amachiko, ebikoreri ...",Kindego ne oketo pachgi ahinya kuom wach loso puothe ma dhi nyime kendo konyo ji mondo obed gi chir mar tieko tuwono.,Kalfadhiga ayaa diiradda lagu saaray dhiirrigelinta beeraha joogtada ah iyo dhismaha taageerada loo baahan yahay STI.
1588,Agriculture,This study tested the hypothesis that inclusion of Desmodium spp. into maize cropping system under the push-pull technology.,Utafiti huu ulijaribu dhana kwamba kuingizwa kwa Desmodium spp. katika mfumo wa upandaji wa mahindi chini ya teknolojia ya kusukuma-kuvuta.,Obokongoria obo mbwatemete na kworokia buya ng'a koburukania edsimodiamu spp. amo nebituma ase ogosegeta tekinorochi..,Nonro ma ne otimno notemo paro ma ne onyis Desmodium spp. e tij keyo kodhi e bwo teknoloji ma ne jiwo kaka cham ne itiyogo.,Daraasadani waxay tijaabisay mala-awaalka ah in lagu daro Desmodium spp. nidaamka beerashada hadhuudhka iyadoo la adeegsanayo tikniyoolajiyadda riix-riix.
1589,Agriculture,"This talk about digital agriculture and its potential to reduce rural poverty featured Prof. Michael Kremer, 2019 winner of the Nobel Memorial Prize in ...","Mazungumzo haya kuhusu kilimo cha kidijitali na uwezo wake wa kupunguza umaskini vijijini yalimhusisha Profesa Michael Kremer, mshindi wa Tuzo ya Nobel ya 2019 katika ...","Enkwana eye igoro yegedichitari na tekinorochi na obuya bwaye gokeaniaobotaka ase ebinyoro bakwanete igoro ya Prof. Michael Kremer, 2019 omobui o Nobel Memorial Prizeomwaka ...","Puonj ma ne ochiw e wi pur mar digital kod kaka onyalo tieko dhier e gwenge mosokore ne ochiw gi Prof. Michael Kremer, ma ne oyudo mich mar Nobel mar 2019 e wi dhier.","Sheekadan oo ku saabsan beeraha dhijitaalka ah iyo suurtagalnimada ay u leedahay in la yareeyo saboolnimada miyiga waxaa ka mid ahaa Prof. Michael Kremer, oo ku guuleystay abaalmarinta Nobel Memorial Prize ee 2019 ee ..."
1590,Agriculture,"This webinar will launch a new report by Grow Asia, commissioned by IFAD, that illustrates how digital technologies are reshaping agriculture in the region.","Mtandao huu utazindua ripoti mpya ya Grow Asia, iliyoagizwa na IFAD, inayoonyesha jinsi teknolojia za kidijitali zinavyobadilisha kilimo katika eneo hilo.","Ogosoma oko goetera embeo igoro nkoerete omoroberio omoyia o Grow Asia, oetwe okoboko na IFAD, oyio oraorokererie buna dichitari na tekinorochia bigenderere kobeka omoroberio omuya ase oboremi .","Yor mbui ni biro chako ripot manyien mar Asia, ma ne ochik gi riwruok mar IED, manyiso kaka teknoloji mar nyasani loso tij pur e alworano.","Webinarkani wuxuu bilaabi doonaa warbixin cusub oo ay soo saartay Grow Asia, oo ay soo gudbisay IFAD, taas oo muujineysa sida tiknoolajiyada dhijitaalka ah ay dib u qaabeynayaan beeraha gobolka."
1591,Agriculture,Three ways IFAD can support digital agriculture in the Asia-Pacific region. Farmers and agribusinesses across the Asia-Pacific region are increasingly making ...,Njia tatu ambazo IFAD inaweza kusaidia kilimo cha kidijitali katika eneo la Asia-Pasifiki. Wakulima na biashara za kilimo katika eneo la Asia-Pasifiki wanazidi kupata ...,Chinchera isato IFAD eranyare gosira oboremi bwegedichitari ime yorogongo rwa Asia-Pacific region. Abaremi nabanyabiasara boboremiorogongo rwa Asia-Pacific mbagendererete gokinia oboonia ...,"Ji mang'eny e piny Asia Pacific, kaachiel gi jopur koda ohala mag pur, medo tiyo gi yore mag manyo mwandu mag nyasani e yo mayot.",Saddex siyaabood oo IFAD ay ku taageeri karto beeraha dhijitaalka ah ee gobolka Aasiya iyo Baasifigga. Beeraleyda iyo ganacsiyada beeraha ee gobolka Aasiya iyo Baasifigga ayaa sii kordhaya ...
1592,Agriculture,Three ways IFAD can support digital agriculture in the Asia-Pacific region. Setembro 2021 - BLOG. Farmers and agribusinesses across the Asia-Pacific region ...,Njia tatu ambazo IFAD inaweza kusaidia kilimo cha kidijitali katika eneo la Asia-Pasifiki. Setembro 2021 - BLOG. Wakulima na biashara za kilimo katika eneo la Asia-Pasifiki ...,Chinchera isato IFADeranyare gosira oboremi bwegedichitariime ime yorogongo rwa Asia-Pacific. Setembro 2021 - BLOG.Ebiasara bioboremi ase chingongo chia Asia-Pacific ...,Dweche adek mag dongruok e yore mag pur e Asia Pacific. Seembro 2021 - BLOST. Jo puothe gi jo ohala mag pur e Asia Pacific. ..........,Saddex siyaabood oo IFAD ay ku taageeri karto beeraha dhijitaalka ah ee gobolka Aasiya iyo Baasifigga. September 2021 - BLOG. Beeraleyda iyo ganacsiyada beeraha ee gobolka Aasiya iyo Baasifigga ...
1593,Agriculture,"To acquire in-depth understanding of what the Chinese agricultural technologies have to offer Africa, AATF undertook a study to identify technologies available ...","Ili kupata uelewa wa kina wa kile ambacho teknolojia za kilimo za China zinatoa barani Afrika, AATF ilifanya utafiti ili kubaini teknolojia zinazopatikana ...","Eri konyora okomanya kwa ime mono eki tekinorochi eki yaabaremi abachaina bakora na eki babwate korwa gocha Africa, AATF bagakora obokongoria bwogoatanana chitekinorochia chireo ...","Mondo omi ong'e maber gima teknoloji mar pur mar China dwaro miyo Afrika, AATF nochako nono yore mag timo dongruok ma yudore e pinyno.","Si loo helo faham qoto dheer oo ku saabsan waxa tiknoolajiyada beeraha ee Shiinaha ay ku siinayaan Afrika, AATF waxay sameysay daraasad si loo aqoonsado tiknoolajiyada la heli karo ..."
1594,Agriculture,"To facilitate increased productivity and agricultural output through extension, advisory support services and technology application 2. Promote market and ...","Ili kurahisisha ongezeko la tija na mazao ya kilimo kupitia ugani, huduma za ushauri na matumizi ya teknolojia. 2. Kukuza soko na ...","Kworokereria igoroyerigesa riagoro na okonyora okuya korwa oboremi goetera obotebereria korwa eserikari, Ookoreri bwobosemia na gotumia etekinorochi 2. echiro engiya na ...","Mondo omi tijno obed mayot, ne gichiwo paro e wi weche mag otiko, ne gichiwo paro e wi weche mag otiko kod tiyo gi teknoloji.","Si loo fududeeyo kordhinta wax soo saarka iyo wax soo saarka beeraha iyada oo loo marayo ballaarinta, adeegyada taageerada la talinta iyo codsiga tikniyoolajiyadda 2. Horumarinta suuqa iyo ..."
1595,Agriculture,"Traceability builds trust. Learn how simple record-keeping can help track your beans from farm to market, pleasing buyers and consumers.","Ufuatiliaji hujenga uaminifu. Jifunze jinsi utunzaji rahisi wa kumbukumbu unavyoweza kusaidia kufuatilia maharagwe yako kutoka shambani hadi sokoni, na kuwafurahisha wanunuzi na watumiaji.","Ekero abaremi bakobwatia okoererania kwerigesa riabo na korenda ebirengo biganeiries ase rirorio nigo ekorenta , abagori na baria bakogora nigo ekorenta ogoisaneka na oboremu ase rigesa riabo. Egera buna omoroberio omoronge bwokorika emeroberio yao yoboremi amo nerigesa riechingende korwa mogondo goika echiro, kogokia baria bakogora na koria.","Ne ane kaka timo nonro e yo matut nyalo konyi nono kaka yiend yiendno chalo, kendo kaka inyalo miyo joma ng'iewo kod joma ng'iewo oher yiendno.","Raadinta waxay abuureysaa kalsooni. Baro sida diiwaangelinta fudud ay ka caawin karto raadinta xayawaankaaga beerta ilaa suuqa, si ay ugu farxiyaan iibsadayaasha iyo macaamiisha."
1596,Agriculture,Training farmers on drought‑resistant maize varieties.,Kuwafunza wakulima kuhusu aina za mahindi zinazostahimili ukame.,Kworokereria abaremi igoro yembusuro yebituma ekoremereria eguragura..,Puonjo jopur e wi kit cham mopogore opogore ma nigi kodhi ma ok nyal cham.,Tababarka beeraleyda ku saabsan noocyada hadhuudhka u adkaysta abaarta.
1597,Agriculture,Transform your raw coffee beans into a higher-value cassava chips. Discover simple processing methods and potential markets.,Badilisha maharagwe yako mabichi ya kahawa kuwa chipsi za muhogo zenye thamani kubwa. Gundua mbinu rahisi za usindikaji na masoko yanayowezekana.,Onchorereria rigesa riechinyeke chiao ekerengo kia igoro kioboke goetera oborosia obwororo na konyora echiro engiya.,Lok oganda ma pod numu mag kahawa mondo obed matindo ka mariwa ma nengo ne ni malo. Fueny yoo mayot mar loko e chiro maoko ma nyalore.,U beddela digiradaada kafeega ee ceeriin ah oo qiimo sare leh. Soo ogow hababka processing fudud iyo suuqyada suurtagalka ah.
1598,Agriculture,Transform your raw grains into a higher-value honey wine. Discover simple processing methods and potential markets.,Badilisha nafaka zako mbichi kuwa divai ya asali yenye thamani kubwa. Gundua mbinu rahisi za usindikaji na masoko yanayowezekana.,Transform your raw grains into a higher-value honey wine. Discover simple processing methods and potential markets.,Lok cham mari ma numu obed divai mar mor kich ma nengo ne ni malo. Fweny yoo mayot mar loko e chiro ma oko manyalore ok cham obed divai mar mor kich.,Beerahaaga ceyriinka ah u beddelo khamri macaan oo qiimo sare leh.
1599,Agriculture,Transform your raw mangoes into a higher-value cassava chips. Discover simple processing methods and potential markets.,Badilisha maembe yako mabichi kuwa chipsi za muhogo zenye thamani kubwa. Gundua mbinu rahisi za usindikaji na masoko yanayowezekana.,Onchoreria rigesa riamaembe ao gochia ebirengo biaigoro biebusamunyore biomwogo. Rigia komanya buna bire nechiro egiya.,"Lok kit lewni ma in-go obed lewni ma nengogi tek, kendo tem matek mondo itimgi obed mayot kendo ma inyalo uso.",Mangooyinkaada ceeriin u beddela chips-ka cassava ee qiimaha sare leh. Soo ogow hababka processing fudud iyo suuqyada suurtagalka ah.
1600,Agriculture,"Understand the importance of using certified seeds for tea to ensure high germination, varietal purity, and yield potential.","Elewa umuhimu wa kutumia mbegu zilizoidhinishwa kwa ajili ya chai ili kuhakikisha kuota kwa wingi, usafi wa aina mbalimbali, na uwezo wa kutoa mavuno mengi.","Manya obuya bwogotumia embusiro erengire yebimeri biechae goikerania okomera okuya, oboikeranu bwembego yechae ao ao, na buna rigesa raiye rire ria igoro.","Ng'e gimomiyo dwarore ni iti gi kodhi ma oseti mondo omi chai obed gi ndhadhu, obed maler, kendo obed gi suya mamit.","Fahmaan muhiimadda loo qabo in lagu isticmaalo miraha shahaadada la aqoonsan yahay si loo hubiyo in ay soo baxaan, nadiifinta noocyada, iyo wax soo saarka."
1601,Agriculture,Upcoming training on digital farming tools and mobile-based crop monitoring.,Mafunzo yajayo kuhusu zana za kilimo kidijitali na ufuatiliaji wa mazao kwa njia ya simu.,Omoroberio bwogosomia ogocha igoro yebikoreri bioboremi bwegedichitari na buna oranyare gotumia esimi ya koboko yao kobwatia komanya igoro yebimeri biao.,Mondo omi giyud tiegruok e wi gik ma nyalo konyo e pur kod rito yien e simo.,Tababarka soo socda ee ku saabsan aaladaha beeraha ee dhijitaalka ah iyo kormeerka dalagyada ku salaysan mobilada.
1602,Agriculture,Urban gardening allows city dwellers to grow food. Explore techniques like container gardening and vertical growing for avocados.,Ulimaji wa bustani mijini huwawezesha wakazi wa mijini kulima chakula. Chunguza mbinu kama vile ulimaji wa kwenye vyombo na ulimaji wima wa parachichi.,Abanto bamenyete emechie yechitaoni nabo baranyare gosimeka chingeni chiabo ase ebisona biabo konyora endagera. Rigia komanya buna oratumie amakara emebuko gosimeka chiabokado.,Puodho matin mag taonde miyo ga jodak thuolo mar pidho chiemo. Tim nonro mar pidho chiemo e ii gige ting'o machalo mbugru e pidho avakado.,Beeraha magaalooyinka waxay u oggolaanayaan dadka deggan magaalooyinka inay koraan cunto. Baro farsamooyinka sida beeraha weelka iyo koritaanka toosan ee avocados.
1603,Agriculture,Urban gardening allows city dwellers to grow food. Explore techniques like container gardening and vertical growing for goats.,Ulimaji wa bustani mijini huwawezesha wakazi wa mijini kulima chakula. Chunguza mbinu kama vile ulimaji wa vyombo na ulimaji wa mbuzi wima.,Abanto bamenyete emechie yechitaoni nabo baranyare korema endagera. Rigia komanya buna chisemi chiogotumia emebuko gosimeka ching'eni na nogosimeka chiabokado na gotuga chimbori.,Rito puothe ma yudore e gwenge mosokore e taonde miyo ji thuolo mar pidho chiemo. Tim nonro mar pidho chiemo e ii gige ting'o machalo mbugru kod pitho mar diel.,Beeraha magaalooyinka waxay u oggolaanayaan dadka deggan magaalooyinka inay koraan cuntada. Baro farsamooyinka sida beeraha weelka iyo koritaanka tooska ah ee orgiyada.
1604,Agriculture,Urban gardening allows city dwellers to grow food. Explore techniques like container gardening and vertical growing for onions.,Ulimaji wa bustani mijini huwawezesha wakazi wa mijini kulima chakula. Chunguza mbinu kama vile ulimaji wa vyombo na ulimaji wa vitunguu wima.,Abanto bamenyete emechie yechitaoni nabo baranyare korema endagera. Rigia komanya buna chisemi chiogotumia emebuko gosimeka ching'eni nebitunguo.,Tij pur ma yudore e taonde miyo jii ok nyal pidho chiemo. Tim nonro mar pidho chiemo e mbugru kod pith ma ochanore mar otungu.,Beeraha magaalooyinka waxay dadka deggan magaalada u oggolaanayaan inay beeraan cuntada. Baro farsamooyinka sida beeraha weelasha iyo koritaanka tooska ah ee subagga.
1605,Agriculture,"Use fertilizers effectively for your beans by understanding soil needs, choosing the right type, and applying the correct amount at the right time.","Tumia mbolea kwa ufanisi kwa maharagwe yako kwa kuelewa mahitaji ya udongo, kuchagua aina sahihi, na kutumia kiasi sahihi kwa wakati unaofaa.","Tumia obwoyo buyaase oboremi bwao bweching'ende ase okomanya ekere riroba ria riganetie, gochora embusuro engiya, na kobeka obwoyo bwekerengo ekerongo ase chingaki chingiya.","Ti gi yath mameo lowo e yoo makare mondo ing'e dwaromar lowo, yiero maber moloyo kod tiyo kode e yoo maber e okang' mowinjore e kinde mowinjore.","U isticmaal bacriminta abuurkaaga si wax ku ool ah adigoo fahmaya baahida ciidda, dooranaya nooca saxda ah, iyo isticmaalka xaddiga saxda ah waqtiga saxda ah."
1606,Agriculture,Use fertilizers wisely to maximize nutrient uptake by maize and minimize environmental impact. Learn about soil testing and balanced fertilization.,Tumia mbolea kwa busara ili kuongeza ufyonzaji wa virutubisho na mahindi na kupunguza athari za mazingira. Jifunze kuhusu upimaji wa udongo na mbolea iliyosawazishwa.,Tumia obwoyo buya erio gokeania okonyua obwoyo obonge ase ebituma erio gokeania omochndo bwogosareka kwamasingira. Soma buna orapime riroba riao goikerania ebirengo ebiya bwobwoyo.,Ti gi yath mameo lowo gi rieko loso cham e yo mariek mondo omi cham ma cham kelo obed mang'eny kendo oketh alwora.,Isticmaal bacriminta si taxaddar leh si aad u kordhiso nafaqada uu hadhuudhku u qaato oo aad u yareyso saameynta deegaanka.
1607,Agriculture,Use social media effectively to market your free-range eggs. Tips on creating content and engaging with customers online.,Tumia mitandao ya kijamii kwa ufanisi kutangaza bidhaa zako za bure. Vidokezo vya kuunda maudhui na kuwashirikisha wateja mtandaoni.,Tumia ebikoreri biogoetwa gose korwa amang'anakomanyekania amagena echingoko chiao chiria chigora isko korigia endagera. Obobisi igoro yokomanyia na koresia buna ogotangasa oboremi bwao na buna oranyare gokore chinkwana nabagori goetera ombeo.,Ti gi mbui e yoo maber moloyo mar manyo chiro ne tong' gwend nyaluo. Yore mag loso kaka inyalo usu chiro mag gikmoko kod wuoyo gi jonyiepo e yor mbui.,Isticmaal warbaahinta bulshada si wax ku ool ah si aad u suuq geysato ukumahaaga xayeysiinta. Talooyin ku saabsan abuurista waxyaabaha ku jira iyo ka qaybgalka macaamiisha internetka.
1608,Agriculture,Vaccination campaign for foot‑and‑mouth disease in pastoral regions.,Kampeni ya chanjo ya ugonjwa wa miguu na midomo katika maeneo ya wafugaji.,Esegeto igoro yokobeta etugo chisindani ase oborwaire bwa amagoro nomonwaase chingongo chiobotugi bwokong'anyang'anya.,Kampen mag chanjo mag gayo tuoche mag tielo kod dhok (dhog) e ii gwenge mag jopur kod pith.,Olole lagu raadinayo cudur cagta-iyo-afka ah ee daaqa ee gobollada xoolaha.
1609,Agriculture,Various proposals in the World Trade Organization agricultural market access negotiations are explained and their implication to tariff reduction in terms ...,Mapendekezo mbalimbali katika mazungumzo ya upatikanaji wa soko la kilimo ya Shirika la Biashara Duniani yanaelezwa na athari zake kwa kupunguzwa kwa ushuru kwa masharti ...,Ebirengererio ao ao ime yekeombe giense kioboremi bwoboonchoreria (World Trade Organization) chinkwana igoro yogosoi rigesa echiro yense natebire buya nomochando oreo ase engencho yechibango ao ao chiganeirie gokeigwa igoro ya ...,Riwruok mar World Trade Organization (WTO) wacho ni nitie paro mopogore opogore ma biro konyo e tieko chudo mar cham.,Qorshooyinka kala duwan ee ku jira wadahadalada marin u helka suuqa beeraha ee Ururka Ganacsiga Adduunka ayaa la sharaxay iyo saameyntooda hoos u dhaca canshuuraha marka loo eego ...
1610,Agriculture,Veterinary department announces livestock vaccination drive across Laikipia and Kajiado.,Idara ya mifugo yatangaza kampeni ya chanjo ya mifugo kote Laikipia na Kajiado.,Ensemo yobobwenia bwetugo yararirie okobeta etugo chisindani aaria Laikipia na Kajiado.,Ofis mar jopidh jamni lando ni onego omiii jamni chanjo e pinje mag Laikipia kod Kajiado.,Waaxda xoolaha ayaa ku dhawaaqday tallaalka xoolaha Laikipia iyo Kajiado.
1611,Agriculture,"Vulnerability, exposure, adaptive capacity, resilience, and adaptation to climate change. Climate change adaptation should enhance and build on healthy and ...","Udhaifu, kuathiriwa, uwezo wa kukabiliana na mabadiliko, ustahimilivu, na kukabiliana na mabadiliko ya tabianchi. Kukabiliana na mabadiliko ya tabianchi kunapaswa kuimarisha na kujenga juu ya afya na ...","Ogotenyara, okoyorwa, nokobua kwogweonchoreria, ogwekomereria, nokobwanana nogoochoka kwerire. Okobwatana noboremi bokogenda nerire eborengete korenda amasingira, oboamate gati ya amasingira na gokongi'a obogoko ...",Alwora marach en koluwore kod nyalo mar pogruok e kor lwasi. Lokruok mar alwora onego okony ji obed kod olosi ngima maber ...,"Xasaasiyadda, soo bandhigida, awoodda la qabsiga, adkeysiga, iyo la qabsashada isbeddelka cimilada."
1612,Agriculture,Warehouse Receipt Systems (WRS) allow you to store produce and use receipts as collateral for loans. Learn how WRS works for fruits.,Mifumo ya Risiti za Ghalani (WRS) hukuruhusu kuhifadhi mazao na kutumia risiti kama dhamana ya mikopo. Jifunze jinsi WRS inavyofanya kazi kwa matunda.,Omororeberio bwamarisiti yenyomba yobogachi (WRS) nigo okogokonya kogacha rigesa nogo ogoyumia amarisiti buna egento kiogotenerera ase konyora chironi. Egera buna WRS egokora emeremo.,ofis mar kano cham mar Warehouse Repeipt Systems (WRS) miyowa thuolo mar kano cham kendo tiyo gi rIsitgo e kad mag pesa bang'e.,Nidaamyada Warehouse Receipt Systems (WRS) waxay kuu oggolaanayaan inaad kaydiso alaabada iyo inaad u isticmaasho rasiidhada dammaanadda amaahda. Baro sida WRS u shaqeyso miraha.
1613,Agriculture,will strengthen the protection of farmers from exploitation by brokers through packaging and also provide the infrastructure necessary for market access.,itaimarisha ulinzi wa wakulima dhidi ya unyonyaji na madalali kupitia vifungashio na pia kutoa miundombinu muhimu kwa ajili ya upatikanaji wa soko.,nekong'ie oborendi bwa abaremi gotariananigwa nabagori bagati goetera ogosiba rigesa riabo buya korosi chipara ase obobogoria nechinyomba chikogacha rigesa riabo buna ayabwenerete gosoa echiro.,biro miyo jopur obed gi rit maber ne joma ketho yien kendo obiro miyo gibed gi chenro maber mar yudo pesa.,"waxay xoojineysaa ilaalinta beeraleyda ka hortagga macaamiisha ganacsiga iyada oo loo marayo baakadaha, waxayna sidoo kale bixisaa kaabayaasha lagama maarmaanka u ah helitaanka suuqa."
1614,Agriculture,"Women play a crucial role in dairy. Learn about specific programs, resources, and markets targeting women in agriculture.","Wanawake wana jukumu muhimu katika sekta ya maziwa. Jifunze kuhusu programu, rasilimali, na masoko mahususi yanayowalenga wanawake katika kilimo.","Abang'ina mbare nensemo enene ase oboremi bwetugo yamabere. Egera komanya emeroberio ereo, ebiganeirie, amo nechiro erengete abang'ina ase oboremi.","Mine ni gi tich maduong' moloyo korka wach pidho dhok kod yuto mar chak. Puonjri kuom chenro, gik ma yudore, kod ohala ma mon timo e pur.","Haweenku waxay door muhiim ah ka ciyaaraan caanaha. Baro barnaamijyo gaar ah, kheyraadyo, iyo suuqyo loogu talagalay haweenka beeraha."
1615,Agriculture,"Women play a crucial role in tea. Learn about specific programs, resources, and markets targeting women in agriculture.","Wanawake wana jukumu muhimu katika chai. Jifunze kuhusu programu, rasilimali, na masoko mahususi yanayowalenga wanawake katika kilimo.","Abang'ina mbare nensemo enene ase oboremi bwechae. Egera igoro yemeroberio ao ao, ebiganieirie, nechiro erengete abaremi abang'ina.","Mon ni gi tich maduong' moloyo e pur mar chai. Puonjri kuom chenro, gik ma yudore, kod ohala ma mon timo e pur.","Haweenka ayaa door muhiim ah ka ciyaara shaaha. Baro barnaamijyo gaar ah, kheyraadyo, iyo suuqyo loogu talagalay haweenka beeraha."
