PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Fact_Source,Source
5586,Education,General,Eligible members of the public should follow up on NG-CDF bursary applications for needy students through local constituency offices.,Wanachama wa umma wanaostahili wanapaswa kufuatilia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.,,e04,grounded_generated
5587,Education,General,Eligible members of the public should follow up on the national school feeding programme supporting learners in public primary schools.,Wanachama wa umma wanaostahili wanapaswa kufuatilia mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.,,e05,grounded_generated
5588,Education,General,Eligible members of the public should follow up on free primary and free day secondary education policy in public schools.,Wanachama wa umma wanaostahili wanapaswa kufuatilia sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.,,e06,grounded_generated
5589,Education,General,Eligible members of the public should follow up on the Digital Literacy Programme providing learning devices to primary schools.,Wanachama wa umma wanaostahili wanapaswa kufuatilia Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.,,e07,grounded_generated
5590,Education,General,Eligible members of the public should follow up on KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).,Wanachama wa umma wanaostahili wanapaswa kufuatilia usajili wa mitihani ya KCSE na KCPE kupitia KNEC.,,e08,grounded_generated
5591,Education,General,Eligible members of the public should follow up on special needs and inclusive education support units in public schools.,Wanachama wa umma wanaostahili wanapaswa kufuatilia vitengo vya elimu maalum na jumuishi katika shule za umma.,,e09,grounded_generated
5592,Education,General,Eligible members of the public should follow up on Teachers Service Commission (TSC) recruitment of teachers for public schools.,Wanachama wa umma wanaostahili wanapaswa kufuatilia uajiri wa walimu wa TSC kwa shule za umma.,,e10,grounded_generated
5593,Education,General,Don't miss out — the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC) is now open to the public.,Usikose — mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC sasa iko wazi kwa umma.,,e01,grounded_generated
5594,Education,General,Don't miss out — the KUCCPS placement portal for university and college applications is now open to the public.,Usikose — lango la KUCCPS la maombi ya vyuo vikuu na vyuo sasa iko wazi kwa umma.,,e02,grounded_generated
5595,Education,General,Don't miss out — Higher Education Loans Board (HELB) loan and bursary applications is now open to the public.,Usikose — maombi ya mkopo na bursary ya HELB sasa iko wazi kwa umma.,,e03,grounded_generated
5596,Education,General,Don't miss out — NG-CDF bursary applications for needy students through local constituency offices is now open to the public.,Usikose — maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge sasa iko wazi kwa umma.,,e04,grounded_generated
5597,Education,General,Don't miss out — the national school feeding programme supporting learners in public primary schools is now open to the public.,Usikose — mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma sasa iko wazi kwa umma.,,e05,grounded_generated
5598,Education,General,Don't miss out — free primary and free day secondary education policy in public schools is now open to the public.,Usikose — sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma sasa iko wazi kwa umma.,,e06,grounded_generated
5599,Education,General,Don't miss out — the Digital Literacy Programme providing learning devices to primary schools is now open to the public.,Usikose — Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi sasa iko wazi kwa umma.,,e07,grounded_generated
5600,Education,General,Don't miss out — KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC) is now open to the public.,Usikose — usajili wa mitihani ya KCSE na KCPE kupitia KNEC sasa iko wazi kwa umma.,,e08,grounded_generated
5601,Education,General,Don't miss out — special needs and inclusive education support units in public schools is now open to the public.,Usikose — vitengo vya elimu maalum na jumuishi katika shule za umma sasa iko wazi kwa umma.,,e09,grounded_generated
5602,Education,General,Don't miss out — Teachers Service Commission (TSC) recruitment of teachers for public schools is now open to the public.,Usikose — uajiri wa walimu wa TSC kwa shule za umma sasa iko wazi kwa umma.,,e10,grounded_generated
5603,Education,General,This week's public notice concerns the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC).,Tangazo la wiki hii linahusu mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC.,,e01,grounded_generated
5604,Education,General,This week's public notice concerns the KUCCPS placement portal for university and college applications.,Tangazo la wiki hii linahusu lango la KUCCPS la maombi ya vyuo vikuu na vyuo.,,e02,grounded_generated
5605,Education,General,This week's public notice concerns Higher Education Loans Board (HELB) loan and bursary applications.,Tangazo la wiki hii linahusu maombi ya mkopo na bursary ya HELB.,,e03,grounded_generated
5606,Education,General,This week's public notice concerns NG-CDF bursary applications for needy students through local constituency offices.,Tangazo la wiki hii linahusu maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.,,e04,grounded_generated
5607,Education,General,This week's public notice concerns the national school feeding programme supporting learners in public primary schools.,Tangazo la wiki hii linahusu mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.,,e05,grounded_generated
5608,Education,General,This week's public notice concerns free primary and free day secondary education policy in public schools.,Tangazo la wiki hii linahusu sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.,,e06,grounded_generated
5609,Education,General,This week's public notice concerns the Digital Literacy Programme providing learning devices to primary schools.,Tangazo la wiki hii linahusu Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.,,e07,grounded_generated
5610,Education,General,This week's public notice concerns KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).,Tangazo la wiki hii linahusu usajili wa mitihani ya KCSE na KCPE kupitia KNEC.,,e08,grounded_generated
5611,Education,General,This week's public notice concerns special needs and inclusive education support units in public schools.,Tangazo la wiki hii linahusu vitengo vya elimu maalum na jumuishi katika shule za umma.,,e09,grounded_generated
5612,Education,General,This week's public notice concerns Teachers Service Commission (TSC) recruitment of teachers for public schools.,Tangazo la wiki hii linahusu uajiri wa walimu wa TSC kwa shule za umma.,,e10,grounded_generated
5613,Education,General,Anyone affected should reach out regarding the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC).,Yeyote aliyeathirika anapaswa kuwasiliana kuhusu mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC.,,e01,grounded_generated
5614,Education,General,Anyone affected should reach out regarding the KUCCPS placement portal for university and college applications.,Yeyote aliyeathirika anapaswa kuwasiliana kuhusu lango la KUCCPS la maombi ya vyuo vikuu na vyuo.,,e02,grounded_generated
5615,Education,General,Anyone affected should reach out regarding Higher Education Loans Board (HELB) loan and bursary applications.,Yeyote aliyeathirika anapaswa kuwasiliana kuhusu maombi ya mkopo na bursary ya HELB.,,e03,grounded_generated
5616,Education,General,Anyone affected should reach out regarding NG-CDF bursary applications for needy students through local constituency offices.,Yeyote aliyeathirika anapaswa kuwasiliana kuhusu maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.,,e04,grounded_generated
5617,Education,General,Anyone affected should reach out regarding the national school feeding programme supporting learners in public primary schools.,Yeyote aliyeathirika anapaswa kuwasiliana kuhusu mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.,,e05,grounded_generated
5618,Education,General,Anyone affected should reach out regarding free primary and free day secondary education policy in public schools.,Yeyote aliyeathirika anapaswa kuwasiliana kuhusu sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.,,e06,grounded_generated
5619,Education,General,Anyone affected should reach out regarding the Digital Literacy Programme providing learning devices to primary schools.,Yeyote aliyeathirika anapaswa kuwasiliana kuhusu Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.,,e07,grounded_generated
5620,Education,General,Anyone affected should reach out regarding KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).,Yeyote aliyeathirika anapaswa kuwasiliana kuhusu usajili wa mitihani ya KCSE na KCPE kupitia KNEC.,,e08,grounded_generated
5621,Education,General,Anyone affected should reach out regarding special needs and inclusive education support units in public schools.,Yeyote aliyeathirika anapaswa kuwasiliana kuhusu vitengo vya elimu maalum na jumuishi katika shule za umma.,,e09,grounded_generated
5622,Education,General,Anyone affected should reach out regarding Teachers Service Commission (TSC) recruitment of teachers for public schools.,Yeyote aliyeathirika anapaswa kuwasiliana kuhusu uajiri wa walimu wa TSC kwa shule za umma.,,e10,grounded_generated
5623,Education,General,The relevant authority has issued an update on the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC).,Mamlaka husika imetoa taarifa kuhusu mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC.,,e01,grounded_generated
5624,Education,General,The relevant authority has issued an update on the KUCCPS placement portal for university and college applications.,Mamlaka husika imetoa taarifa kuhusu lango la KUCCPS la maombi ya vyuo vikuu na vyuo.,,e02,grounded_generated
5625,Education,General,The relevant authority has issued an update on Higher Education Loans Board (HELB) loan and bursary applications.,Mamlaka husika imetoa taarifa kuhusu maombi ya mkopo na bursary ya HELB.,,e03,grounded_generated
5626,Education,General,The relevant authority has issued an update on NG-CDF bursary applications for needy students through local constituency offices.,Mamlaka husika imetoa taarifa kuhusu maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.,,e04,grounded_generated
5627,Education,General,The relevant authority has issued an update on the national school feeding programme supporting learners in public primary schools.,Mamlaka husika imetoa taarifa kuhusu mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.,,e05,grounded_generated
5628,Education,General,The relevant authority has issued an update on free primary and free day secondary education policy in public schools.,Mamlaka husika imetoa taarifa kuhusu sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.,,e06,grounded_generated
5629,Education,General,The relevant authority has issued an update on the Digital Literacy Programme providing learning devices to primary schools.,Mamlaka husika imetoa taarifa kuhusu Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.,,e07,grounded_generated
5630,Education,General,The relevant authority has issued an update on KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).,Mamlaka husika imetoa taarifa kuhusu usajili wa mitihani ya KCSE na KCPE kupitia KNEC.,,e08,grounded_generated
5631,Education,General,The relevant authority has issued an update on special needs and inclusive education support units in public schools.,Mamlaka husika imetoa taarifa kuhusu vitengo vya elimu maalum na jumuishi katika shule za umma.,,e09,grounded_generated
5632,Education,General,The relevant authority has issued an update on Teachers Service Commission (TSC) recruitment of teachers for public schools.,Mamlaka husika imetoa taarifa kuhusu uajiri wa walimu wa TSC kwa shule za umma.,,e10,grounded_generated
5633,Education,General,Citizens are urged to participate in the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC).,Wananchi wanahimizwa kushiriki katika mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC.,,e01,grounded_generated
5634,Education,General,Citizens are urged to participate in the KUCCPS placement portal for university and college applications.,Wananchi wanahimizwa kushiriki katika lango la KUCCPS la maombi ya vyuo vikuu na vyuo.,,e02,grounded_generated
5635,Education,General,Citizens are urged to participate in Higher Education Loans Board (HELB) loan and bursary applications.,Wananchi wanahimizwa kushiriki katika maombi ya mkopo na bursary ya HELB.,,e03,grounded_generated
5636,Education,General,Citizens are urged to participate in NG-CDF bursary applications for needy students through local constituency offices.,Wananchi wanahimizwa kushiriki katika maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.,,e04,grounded_generated
5637,Education,General,Citizens are urged to participate in the national school feeding programme supporting learners in public primary schools.,Wananchi wanahimizwa kushiriki katika mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.,,e05,grounded_generated
5638,Education,General,Citizens are urged to participate in free primary and free day secondary education policy in public schools.,Wananchi wanahimizwa kushiriki katika sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.,,e06,grounded_generated
5639,Education,General,Citizens are urged to participate in the Digital Literacy Programme providing learning devices to primary schools.,Wananchi wanahimizwa kushiriki katika Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.,,e07,grounded_generated
5640,Education,General,Citizens are urged to participate in KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).,Wananchi wanahimizwa kushiriki katika usajili wa mitihani ya KCSE na KCPE kupitia KNEC.,,e08,grounded_generated
5641,Education,General,Citizens are urged to participate in special needs and inclusive education support units in public schools.,Wananchi wanahimizwa kushiriki katika vitengo vya elimu maalum na jumuishi katika shule za umma.,,e09,grounded_generated
5642,Education,General,Citizens are urged to participate in Teachers Service Commission (TSC) recruitment of teachers for public schools.,Wananchi wanahimizwa kushiriki katika uajiri wa walimu wa TSC kwa shule za umma.,,e10,grounded_generated
5643,Education,General,It is important for households to be aware of the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC).,Ni muhimu kwa kaya kufahamu mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC.,,e01,grounded_generated
5644,Education,General,It is important for households to be aware of the KUCCPS placement portal for university and college applications.,Ni muhimu kwa kaya kufahamu lango la KUCCPS la maombi ya vyuo vikuu na vyuo.,,e02,grounded_generated
5645,Education,General,It is important for households to be aware of Higher Education Loans Board (HELB) loan and bursary applications.,Ni muhimu kwa kaya kufahamu maombi ya mkopo na bursary ya HELB.,,e03,grounded_generated
5646,Education,General,It is important for households to be aware of NG-CDF bursary applications for needy students through local constituency offices.,Ni muhimu kwa kaya kufahamu maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.,,e04,grounded_generated
5647,Education,General,It is important for households to be aware of the national school feeding programme supporting learners in public primary schools.,Ni muhimu kwa kaya kufahamu mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.,,e05,grounded_generated
5648,Education,General,It is important for households to be aware of free primary and free day secondary education policy in public schools.,Ni muhimu kwa kaya kufahamu sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.,,e06,grounded_generated
5649,Education,General,It is important for households to be aware of the Digital Literacy Programme providing learning devices to primary schools.,Ni muhimu kwa kaya kufahamu Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.,,e07,grounded_generated
5650,Education,General,It is important for households to be aware of KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).,Ni muhimu kwa kaya kufahamu usajili wa mitihani ya KCSE na KCPE kupitia KNEC.,,e08,grounded_generated
5651,Education,General,It is important for households to be aware of special needs and inclusive education support units in public schools.,Ni muhimu kwa kaya kufahamu vitengo vya elimu maalum na jumuishi katika shule za umma.,,e09,grounded_generated
5652,Education,General,It is important for households to be aware of Teachers Service Commission (TSC) recruitment of teachers for public schools.,Ni muhimu kwa kaya kufahamu uajiri wa walimu wa TSC kwa shule za umma.,,e10,grounded_generated
5653,Education,General,A new update has been issued concerning the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC).,Taarifa mpya imetolewa kuhusu mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC.,,e01,grounded_generated
5654,Education,General,A new update has been issued concerning the KUCCPS placement portal for university and college applications.,Taarifa mpya imetolewa kuhusu lango la KUCCPS la maombi ya vyuo vikuu na vyuo.,,e02,grounded_generated
5655,Education,General,A new update has been issued concerning Higher Education Loans Board (HELB) loan and bursary applications.,Taarifa mpya imetolewa kuhusu maombi ya mkopo na bursary ya HELB.,,e03,grounded_generated
5656,Education,General,A new update has been issued concerning NG-CDF bursary applications for needy students through local constituency offices.,Taarifa mpya imetolewa kuhusu maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.,,e04,grounded_generated
5657,Education,General,A new update has been issued concerning the national school feeding programme supporting learners in public primary schools.,Taarifa mpya imetolewa kuhusu mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.,,e05,grounded_generated
5658,Education,General,A new update has been issued concerning free primary and free day secondary education policy in public schools.,Taarifa mpya imetolewa kuhusu sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.,,e06,grounded_generated
5659,Education,General,A new update has been issued concerning the Digital Literacy Programme providing learning devices to primary schools.,Taarifa mpya imetolewa kuhusu Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.,,e07,grounded_generated
5660,Education,General,A new update has been issued concerning KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).,Taarifa mpya imetolewa kuhusu usajili wa mitihani ya KCSE na KCPE kupitia KNEC.,,e08,grounded_generated
5661,Education,General,A new update has been issued concerning special needs and inclusive education support units in public schools.,Taarifa mpya imetolewa kuhusu vitengo vya elimu maalum na jumuishi katika shule za umma.,,e09,grounded_generated
5662,Education,General,A new update has been issued concerning Teachers Service Commission (TSC) recruitment of teachers for public schools.,Taarifa mpya imetolewa kuhusu uajiri wa walimu wa TSC kwa shule za umma.,,e10,grounded_generated
5663,Education,General,Community members are advised to check on the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC).,Wanajamii wanashauriwa kuangalia mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC.,,e01,grounded_generated
5664,Education,General,Community members are advised to check on the KUCCPS placement portal for university and college applications.,Wanajamii wanashauriwa kuangalia lango la KUCCPS la maombi ya vyuo vikuu na vyuo.,,e02,grounded_generated
5665,Education,General,Community members are advised to check on Higher Education Loans Board (HELB) loan and bursary applications.,Wanajamii wanashauriwa kuangalia maombi ya mkopo na bursary ya HELB.,,e03,grounded_generated
5666,Education,General,Community members are advised to check on NG-CDF bursary applications for needy students through local constituency offices.,Wanajamii wanashauriwa kuangalia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.,,e04,grounded_generated
5667,Education,General,Community members are advised to check on the national school feeding programme supporting learners in public primary schools.,Wanajamii wanashauriwa kuangalia mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.,,e05,grounded_generated
5668,Education,General,Community members are advised to check on free primary and free day secondary education policy in public schools.,Wanajamii wanashauriwa kuangalia sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.,,e06,grounded_generated
5669,Education,General,Community members are advised to check on the Digital Literacy Programme providing learning devices to primary schools.,Wanajamii wanashauriwa kuangalia Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.,,e07,grounded_generated
5670,Education,General,Community members are advised to check on KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).,Wanajamii wanashauriwa kuangalia usajili wa mitihani ya KCSE na KCPE kupitia KNEC.,,e08,grounded_generated
5671,Education,General,Community members are advised to check on special needs and inclusive education support units in public schools.,Wanajamii wanashauriwa kuangalia vitengo vya elimu maalum na jumuishi katika shule za umma.,,e09,grounded_generated
5672,Education,General,Community members are advised to check on Teachers Service Commission (TSC) recruitment of teachers for public schools.,Wanajamii wanashauriwa kuangalia uajiri wa walimu wa TSC kwa shule za umma.,,e10,grounded_generated
5673,Education,General,Attention: the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC) is now available in your area.,Angalizo: mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC sasa inapatikana katika eneo lako.,,e01,grounded_generated
5674,Education,General,Attention: the KUCCPS placement portal for university and college applications is now available in your area.,Angalizo: lango la KUCCPS la maombi ya vyuo vikuu na vyuo sasa inapatikana katika eneo lako.,,e02,grounded_generated
5675,Education,General,Attention: Higher Education Loans Board (HELB) loan and bursary applications is now available in your area.,Angalizo: maombi ya mkopo na bursary ya HELB sasa inapatikana katika eneo lako.,,e03,grounded_generated
5676,Education,General,Attention: NG-CDF bursary applications for needy students through local constituency offices is now available in your area.,Angalizo: maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge sasa inapatikana katika eneo lako.,,e04,grounded_generated
5677,Education,General,Attention: the national school feeding programme supporting learners in public primary schools is now available in your area.,Angalizo: mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma sasa inapatikana katika eneo lako.,,e05,grounded_generated
5678,Education,General,Attention: free primary and free day secondary education policy in public schools is now available in your area.,Angalizo: sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma sasa inapatikana katika eneo lako.,,e06,grounded_generated
5679,Education,General,Attention: the Digital Literacy Programme providing learning devices to primary schools is now available in your area.,Angalizo: Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi sasa inapatikana katika eneo lako.,,e07,grounded_generated
5680,Education,General,Attention: KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC) is now available in your area.,Angalizo: usajili wa mitihani ya KCSE na KCPE kupitia KNEC sasa inapatikana katika eneo lako.,,e08,grounded_generated
5681,Education,General,Attention: special needs and inclusive education support units in public schools is now available in your area.,Angalizo: vitengo vya elimu maalum na jumuishi katika shule za umma sasa inapatikana katika eneo lako.,,e09,grounded_generated
5682,Education,General,Attention: Teachers Service Commission (TSC) recruitment of teachers for public schools is now available in your area.,Angalizo: uajiri wa walimu wa TSC kwa shule za umma sasa inapatikana katika eneo lako.,,e10,grounded_generated
5683,Education,General,Local offices can provide guidance on the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC).,Ofisi za eneo zinaweza kutoa mwongozo kuhusu mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC.,,e01,grounded_generated
5684,Education,General,Local offices can provide guidance on the KUCCPS placement portal for university and college applications.,Ofisi za eneo zinaweza kutoa mwongozo kuhusu lango la KUCCPS la maombi ya vyuo vikuu na vyuo.,,e02,grounded_generated
5685,Education,General,Local offices can provide guidance on Higher Education Loans Board (HELB) loan and bursary applications.,Ofisi za eneo zinaweza kutoa mwongozo kuhusu maombi ya mkopo na bursary ya HELB.,,e03,grounded_generated
5686,Education,General,Local offices can provide guidance on NG-CDF bursary applications for needy students through local constituency offices.,Ofisi za eneo zinaweza kutoa mwongozo kuhusu maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.,,e04,grounded_generated
5687,Education,General,Local offices can provide guidance on the national school feeding programme supporting learners in public primary schools.,Ofisi za eneo zinaweza kutoa mwongozo kuhusu mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.,,e05,grounded_generated
5688,Education,General,Local offices can provide guidance on free primary and free day secondary education policy in public schools.,Ofisi za eneo zinaweza kutoa mwongozo kuhusu sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.,,e06,grounded_generated
5689,Education,General,Local offices can provide guidance on the Digital Literacy Programme providing learning devices to primary schools.,Ofisi za eneo zinaweza kutoa mwongozo kuhusu Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.,,e07,grounded_generated
5690,Education,General,Local offices can provide guidance on KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).,Ofisi za eneo zinaweza kutoa mwongozo kuhusu usajili wa mitihani ya KCSE na KCPE kupitia KNEC.,,e08,grounded_generated
5691,Education,General,Local offices can provide guidance on special needs and inclusive education support units in public schools.,Ofisi za eneo zinaweza kutoa mwongozo kuhusu vitengo vya elimu maalum na jumuishi katika shule za umma.,,e09,grounded_generated
5692,Education,General,Local offices can provide guidance on Teachers Service Commission (TSC) recruitment of teachers for public schools.,Ofisi za eneo zinaweza kutoa mwongozo kuhusu uajiri wa walimu wa TSC kwa shule za umma.,,e10,grounded_generated
5693,Education,General,Make sure your household benefits from the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC).,Hakikisha kaya yako inanufaika na mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC.,,e01,grounded_generated
5694,Education,General,Make sure your household benefits from the KUCCPS placement portal for university and college applications.,Hakikisha kaya yako inanufaika na lango la KUCCPS la maombi ya vyuo vikuu na vyuo.,,e02,grounded_generated
5695,Education,General,Make sure your household benefits from Higher Education Loans Board (HELB) loan and bursary applications.,Hakikisha kaya yako inanufaika na maombi ya mkopo na bursary ya HELB.,,e03,grounded_generated
5696,Education,General,Make sure your household benefits from NG-CDF bursary applications for needy students through local constituency offices.,Hakikisha kaya yako inanufaika na maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.,,e04,grounded_generated
5697,Education,General,Make sure your household benefits from the national school feeding programme supporting learners in public primary schools.,Hakikisha kaya yako inanufaika na mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.,,e05,grounded_generated
5698,Education,General,Make sure your household benefits from free primary and free day secondary education policy in public schools.,Hakikisha kaya yako inanufaika na sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.,,e06,grounded_generated
5699,Education,General,Make sure your household benefits from the Digital Literacy Programme providing learning devices to primary schools.,Hakikisha kaya yako inanufaika na Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.,,e07,grounded_generated
5700,Education,General,Make sure your household benefits from KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).,Hakikisha kaya yako inanufaika na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.,,e08,grounded_generated
5701,Education,General,Make sure your household benefits from special needs and inclusive education support units in public schools.,Hakikisha kaya yako inanufaika na vitengo vya elimu maalum na jumuishi katika shule za umma.,,e09,grounded_generated
5702,Education,General,Make sure your household benefits from Teachers Service Commission (TSC) recruitment of teachers for public schools.,Hakikisha kaya yako inanufaika na uajiri wa walimu wa TSC kwa shule za umma.,,e10,grounded_generated
5703,Education,General,The government continues to expand the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC).,Serikali inaendelea kupanua mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC.,,e01,grounded_generated
5704,Education,General,The government continues to expand the KUCCPS placement portal for university and college applications.,Serikali inaendelea kupanua lango la KUCCPS la maombi ya vyuo vikuu na vyuo.,,e02,grounded_generated
5705,Education,General,The government continues to expand Higher Education Loans Board (HELB) loan and bursary applications.,Serikali inaendelea kupanua maombi ya mkopo na bursary ya HELB.,,e03,grounded_generated
5706,Education,General,The government continues to expand NG-CDF bursary applications for needy students through local constituency offices.,Serikali inaendelea kupanua maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.,,e04,grounded_generated
5707,Education,General,The government continues to expand the national school feeding programme supporting learners in public primary schools.,Serikali inaendelea kupanua mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.,,e05,grounded_generated
5708,Education,General,The government continues to expand free primary and free day secondary education policy in public schools.,Serikali inaendelea kupanua sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.,,e06,grounded_generated
5709,Education,General,The government continues to expand the Digital Literacy Programme providing learning devices to primary schools.,Serikali inaendelea kupanua Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.,,e07,grounded_generated
5710,Education,General,The government continues to expand KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).,Serikali inaendelea kupanua usajili wa mitihani ya KCSE na KCPE kupitia KNEC.,,e08,grounded_generated
5711,Education,General,The government continues to expand special needs and inclusive education support units in public schools.,Serikali inaendelea kupanua vitengo vya elimu maalum na jumuishi katika shule za umma.,,e09,grounded_generated
5712,Education,General,The government continues to expand Teachers Service Commission (TSC) recruitment of teachers for public schools.,Serikali inaendelea kupanua uajiri wa walimu wa TSC kwa shule za umma.,,e10,grounded_generated
5713,Education,General,Please share this information about the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC) with your neighbours.,Tafadhali shiriki taarifa hii kuhusu mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC na majirani zako.,,e01,grounded_generated
