PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Source,date_collected,Metadata
3215,Health,Cholera,This resulted in a decline in the number of cholera cases.,Hii ilisababisha kupungua kwa idadi ya wagonjwa wa kipindupindu.,Mano ne omiyo kwan mar jogo ma ne oyudo tuwo mar kolera odok piny.,who_kenya,10/07/2026,https://www.afro.who.int/health-topics
3216,Health,General,"Despite the decline in the number of cases reported, the outbreak appears to be clustered around two major types of settings.","Licha ya kupungua kwa idadi ya kesi zilizoripotiwa, kuzuka kunaonekana kuunganishwa karibu na aina mbili kuu za mipangilio.","Kata obedo ni kwan mar jogo ma oyudo tuwono osedok piny, nenore ni tuwono ochung’ e alwora ariyo madongo.",nsdcc,10/07/2026,https://nsdcc.go.ke/news
3217,Health,General,"First, the refugee camps particularly Kakuma and Dadaab, and second in the populous Nairobi capital county.","Kwanza, kambi za wakimbizi hasa Kakuma na Dadaab, na pili katika kaunti yenye watu wengi ya Nairobi.","Mokwongo, ne gin kambi mag jolweny ahinya ahinya e Kakuma kod Dadaab, to mar ariyo ne gin e gweng' maduong' mar Nairobi man kod oganda mathoth.",moh,10/07/2026,https://www.health.go.ke/glossary
3218,Health,General,This could enable the spread of the outbreak to other districts.,Hii inaweza kuwezesha kuenea kwa mlipuko katika wilaya zingine.,Mano nyalo miyo tuwono olandre e distrikt mamoko.,who_kenya,10/07/2026,https://www.afro.who.int/health-topics/cholera/outbreak/11-december-2017-kenya
3219,Health,General,"Also, previous outbreaks have shown that cases increase during the rainy season, which has started recently.","Pia, milipuko ya awali imeonyesha kuwa kesi huongezeka wakati wa mvua, ambayo imeanza hivi karibuni.","Bende, tuoche ma osetimore chon osenyiso ni tuoche medore e kinde koth, ma osechako machiegni.",nsdcc,10/07/2026,https://nsdcc.go.ke/news/
3220,Health,Cholera,"In addition, various physical, social, political, and environmental factors increase the vulnerability and the susceptibility of the country’s population to the cholera outbreaks.","Zaidi ya hayo, mambo mbalimbali ya kimwili, kijamii, kisiasa na kimazingira huongeza hatari na uwezekano wa idadi ya watu nchini kwa milipuko ya kipindupindu.","Bende, gik mopogore opogore ma timore e ringruok, e kind oganda, e siasa, kod e alwora medo bedo gi nyalo mar bedo gi tuwo mar kolera kendo bedo gi nyalo mar yudo tuwo mar kolera.",moh,10/07/2026,https://www.health.go.ke/index.php/
3221,Health,General,"These include regional drought, conflict, and insecurity in the Horn of Africa, and the increased movement within and to the country by people fleeing conflicts in Somalia and South Sudan.","Hizi ni pamoja na ukame wa kikanda, migogoro, na ukosefu wa usalama katika Pembe ya Afrika, na kuongezeka kwa harakati ndani na ndani ya nchi na watu wanaokimbia migogoro nchini Somalia na Sudan Kusini.","Magi oriwo oro, lweny, kod bedo ni onge arita e piny Tung' mar Afrika, kod medruok mar wuoth ei pinyno kendo donjo e pinyno kuom oganda maring'o lwenje e piny Somalia kod Sudan ma Milambo.",who_kenya,10/07/2026,https://www.afro.who.int/health-topics/cholera/outbreak/21-july-2017-kenya
3222,Health,General,"Overall, the risk of the current outbreak is assessed as high at the national level and low at the regional and global levels.","Kwa ujumla, hatari ya mlipuko wa sasa inatathminiwa kuwa ya juu katika ngazi ya kitaifa na chini katika viwango vya kikanda na kimataifa.","Kuom duto, nyalo mar bedo gi tuwo ma sani nitie, opim ni en gima duong’ ahinya e rang’iny mar piny kendo ni piny e rang’iny mar ng’om kod piny mangima.",nsdcc,10/07/2026,https://nsdcc.go.ke/news/tv-townhall-meetings/
3223,Health,Cholera,WHO recommends proper and timely case management in cholera treatment centres.,WHO inapendekeza usimamizi sahihi na kwa wakati wa kesi katika vituo vya matibabu ya kipindupindu.,WHO ogolo paro ni mondo otimnegi thieth mowinjore kendo e kinde mowinjore e kuonde thieth mag kolera.,moh,10/07/2026,https://www.health.go.ke/
3224,Health,General,"The affected communities should have improved access to water, effective sanitation, proper waste management, and enhanced hygiene and food safety practices.","Jamii zilizoathiriwa zinapaswa kuboresha upatikanaji wa maji, vyoo bora, udhibiti sahihi wa taka, na kuimarisha kanuni za usafi na usalama wa chakula.","Jodak ma ne oyudo masirano ne onego obed gi yore maber mag yudo pi, rito ler maber, rito yugi maber, kod yore mabeyo mag rito ler kod chiemo.",who_kenya,10/07/2026,https://www.afro.who.int/countries/35/health-topics
3225,Health,General,Key public health communication messages should be provided.,Ujumbe muhimu wa mawasiliano ya afya ya umma unapaswa kutolewa.,Owinjore omi weche madongo mag tudruok e wi thieth mar oganda.,nsdcc,10/07/2026,https://nsdcc.go.ke/
3226,Health,General,WHO encourages travellers to the affected area to take proper hygiene precautions to prevent potential exposure.,WHO inawahimiza wasafiri kwenda eneo lililoathiriwa kuchukua tahadhari sahihi za usafi ili kuzuia kuambukizwa.,WHO jiwo jolendo ma dhi e kuonde ma tuono oyudoree mondo okaw okang’ mowinjore mar rito ler mondo kik giyud tuono.,moh,10/07/2026,https://www.health.go.ke/cholera
3227,Health,General,WHO does not recommend any restriction on travel and trade to Kenya based on the information available on the current outbreak.,WHO haipendekezi vikwazo vyovyote vya usafiri na biashara hadi Kenya kulingana na taarifa zilizopo kuhusu mlipuko wa sasa.,WHO ok ogolo chik moro amora kuom wuotho ​​kod ohala e piny Kenya kaluwore gi weche ma nitie e wi tuo mar korona.,who_kenya,10/07/2026,https://www.afro.who.int/countries/kenya
3228,Health,Cholera,Disease outbreak - Cholera - Kenya - 21 July 2017 | WHO | Regional Office for Africa,Mlipuko wa magonjwa - Kipindupindu - Kenya - 21 Julai 2017 | NANI | Ofisi ya Kanda ya Afrika,Tuwo ma ng’ato nyalo ng’ado - Kolera - Kenya - 21 dwe mar Julaini higa mar 2017 | NG’ANO | Ofis mar Kinda mar Afrika,nsdcc,10/07/2026,https://nsdcc.go.ke/campaigns/
3229,Health,Cholera,"Since the beginning of 2017, Kenya is experiencing an upsurge of cholera cases.","Tangu mwanzoni mwa 2017, Kenya inakabiliwa na ongezeko la wagonjwa wa kipindupindu.","Chakre chakruok mar higa mar 2017, piny Kenya yudo omedruok mar tuo mar kolera.",moh,10/07/2026,https://www.health.go.ke/covid-19
3230,Health,Cholera,The first cholera outbreak reported in 2017 was in Tana River County.,Mlipuko wa kwanza wa kipindupindu kuripotiwa mwaka wa 2017 ulikuwa katika Kaunti ya Tana River.,Tuwo mar kolera mokwongo mane oyudre e higa mar 2017 ne en e Kaunti mar Tana River.,who_kenya,10/07/2026,https://www.afro.who.int/countries/kenya/multimedia
3231,Health,General,The outbreak started on 10 October 2016 and was controlled by April 2017.,Mlipuko huo ulianza tarehe 10 Oktoba 2016 na ulidhibitiwa ifikapo Aprili 2017.,Two no ne ochakore tarik 10 dwe mar Apar higa mar 2016 kendo ne olohi kokalo dwe mar Ang'wen higa mar 2017.,nsdcc,10/07/2026,https://nsdcc.go.ke/health-committee-explores-sustainable-solutions-for-kenyas-hiv-and-syndemic-disease-response/
3232,Health,Cholera,"A second wave of cholera outbreaks started in Garissa County on 2 April 2017 and was reported later in nine other counties including Nairobi, Murang’a, Vihiga, Mombasa, Turkana, Kericho, Nakuru, Kiambu, and Narok.","Wimbi la pili la mkurupuko wa kipindupindu lilianza katika Kaunti ya Garissa mnamo 2 Aprili 2017 na kuripotiwa baadaye katika kaunti zingine tisa zikiwemo Nairobi, Murang’a, Vihiga, Mombasa, Turkana, Kericho, Nakuru, Kiambu, na Narok.","Awa mar ariyo mar midhiero mar kolera ne ochakre e gweng' mar Garissa tarik 2 dwe mar ang'wen higa mar 2017 kendo bang'e ne owinre e gweng' mamoko 9 moriwo Nairobi, Murang'a, Vihiga, Mombasa, Turkana, Kericho, Nakuru, Kiambu, kod Narok.",moh,10/07/2026,https://www.health.go.ke/ebola
3233,Health,General,The outbreak is being reported in the general population and in refugee camps.,Mlipuko huo unaripotiwa katika idadi ya watu na katika kambi za wakimbizi.,Oganda mathoth kendo e kambi mag jolweny osebedo ka ng’iyo pinyno.,who_kenya,10/07/2026,https://www.afro.who.int/countries/kenya/news
3234,Health,General,"In Garissa County, the outbreak is affecting mainly Dadaab refugee camps and cases and deaths are being reported from Hagadera, Dagahaleh, and IFO2 camps.","Katika Kaunti ya Garissa, mlipuko huo unaathiri zaidi kambi za wakimbizi za Dadaab na visa na vifo vinaripotiwa kutoka kambi za Hagadera, Dagahaleh, na IFO2.","E Kambi mar Garissa, tuo no omako ahinya kambi mag jolwen ma Dadaab kendo kes kod tho iyudore kowuok e kambi mag Hagadera, Dagahaleh, kod IFO2.",nsdcc,10/07/2026,https://nsdcc.go.ke/news
3235,Health,General,"In Turkana county, the disease is also affecting Kakuma and Kalobeyei refugee camps.","Katika kaunti ya Turkana, ugonjwa huo pia unaathiri kambi za wakimbizi za Kakuma na Kalobeyei.","E aluora mar Turkana, tuo ni bende omako kambi jolwen mag Kakuma kod Kalobeyei.",moh,10/07/2026,https://www.health.go.ke/glossary
3236,Health,Cholera,"In addition to the outbreak reported in the general population, there have been two point source cholera outbreaks in Nairobi County.","Mbali na mkurupuko huo ulioripotiwa katika idadi ya watu, kumekuwa na milipuko miwili ya chanzo cha kipindupindu katika Kaunti ya Nairobi.","Kaachiel gi tuo mar kolera ma oseyudore e kind oganda duto, nitie tuoche ariyo ma osebedo ka kelo tuoche mag kolera e gweng’ mar Nairobi.",who_kenya,10/07/2026,https://www.afro.who.int/health-topics
3237,Health,General,One occurred among participants attending a conference in a Nairobi hotel on 22 June 2017.,Moja ilitokea miongoni mwa washiriki waliohudhuria kongamano katika hoteli moja Nairobi tarehe 22 Juni 2017.,Achiel ne otimore e kind jogo mane ochopo e chokruok e otel moro ma Nairobi tarik 22 dwe mar auchiel higa mar 2017.,nsdcc,10/07/2026,https://nsdcc.go.ke/news/
3238,Health,General,A total of 146 patients associated with this outbreak have been treated in different hospitals in Nairobi.,Jumla ya wagonjwa 146 wanaohusishwa na mkurupuko huu wametibiwa katika hospitali tofauti jijini Nairobi.,Jotuwo 146 ma tudruok gi tuwoni osethiedh e osiptal mopogore opogore mag Nairobi.,moh,10/07/2026,https://www.health.go.ke/index.php/
3239,Health,General,A second outbreak occurred at the China Trade Fair held at the KICC Tsavo Ball between 10 and 12 July 2017.,Mlipuko wa pili ulitokea katika Maonyesho ya Biashara ya Uchina yaliyofanyika kwenye Mpira wa KICC Tsavo kati ya tarehe 10 na 12 Julai 2017.,Okang' mar ariyo ne otimore e nyiso mar ohala mar China mane olose e KICC Tsavo Ball e kind tarik 10 gi 12 dwe mar abiriyo higa mar 2017.,who_kenya,10/07/2026,https://www.afro.who.int/health-topics/cholera/outbreak/11-december-2017-kenya
3240,Health,General,A total of 136 cases were reported and one death.,Jumla ya kesi 136 ziliripotiwa na kifo kimoja.,Ne oyudo kes 136 kendo achiel notho.,nsdcc,10/07/2026,https://nsdcc.go.ke/news/tv-townhall-meetings/
3241,Health,General,"Currently, the outbreak is active in two counties, namely Garissa and Nairobi.","Kwa sasa, mkurupuko huo unaendelea katika kaunti mbili, ambazo ni Garissa na Nairobi.","Kuom sani, loch ni olandore e kaunti ariyo, ma gin Garissa kod Nairobi.",moh,10/07/2026,https://www.health.go.ke/
3242,Health,General,"As of 17 July 2017, a total of 1216 suspected cases including 14 deaths (case fatality rate: 1.2%) have been reported since 1 January 2017.","Kufikia tarehe 17 Julai 2017, jumla ya kesi 1216 zinazoshukiwa ikiwa ni pamoja na vifo 14 (kiwango cha vifo vya kesi: 1.2%) zimeripotiwa tangu 1 Januari 2017.","Kaka 17 dwe mar auchiel higa mar 2017, kwan mar kes 1216 ma igeno ni nigi tuo mar tho ma oting’o tho 14 (kwan mar tho mag kes: 1.2%) osetimre chakre tarik 1 dwe mar achiel higa mar 2017.",who_kenya,10/07/2026,https://www.afro.who.int/health-topics/cholera/outbreak/21-july-2017-kenya
3243,Health,General,"In the week ending 16 July 2017, a total of 38 cases with no deaths were reported.","Katika wiki inayoishia tarehe 16 Julai 2017, jumla ya visa 38 bila vifo viliripotiwa.","E juma ma ne orum tarik 16 dwe mar auchiel higa mar 2017, ne oyudre ni ji 38 ma onge ng’at ma notho.",nsdcc,10/07/2026,https://nsdcc.go.ke/
3244,Health,Cholera,A total of 124 cases tested positive for Vibrio cholerae in the reference laboratory.,Jumla ya visa 124 vilipatikana na Vibrio cholerae katika maabara ya kumbukumbu.,124 ma ne oyudre gi tuo mar kolera e kar ranyisi ma ne itiyogo.,moh,10/07/2026,https://www.health.go.ke/cholera
3245,Health,Cholera,"In the week ending 25 June 2017, 18 samples out of 25 tested positive for Vibrio cholerae Ogawa by culture at the National Public Health Laboratory in Nairobi.","Wiki inayoishia tarehe 25 Juni 2017, sampuli 18 kati ya 25 zilithibitishwa kuwa na Vibrio cholerae Ogawa kulingana na utamaduni katika Maabara ya Kitaifa ya Afya ya Umma jijini Nairobi.","E juma mane orumo tarik 25 dwe mar auchiel higa mar 2017, sampol 18 kuom sampol 25 ne oyudi gi midhusi mar kolera kaluwore gi kit oganda e Kar Rang'iny mar Thieth mar Oganda ma Nairobi.",who_kenya,10/07/2026,https://www.afro.who.int/countries/35/health-topics
3246,Health,General,"The main causative factors of the current outbreak include the high population density that is conducive to the propagation and spread of the disease, mass gatherings (a wedding party held in Karen and in a hotel during an international conference), low access to safe water and proper sanitation and the massive population movements in country and with neighbouring countries.","Sababu kuu za mlipuko wa sasa ni pamoja na msongamano mkubwa wa watu ambao unafaa kwa uenezi na kuenea kwa ugonjwa huo, mikusanyiko ya watu wengi (karamu ya harusi iliyofanyika Karen na katika hoteli wakati wa mkutano wa kimataifa), upatikanaji mdogo wa maji salama na usafi wa mazingira unaofaa na harakati kubwa ya watu nchini na nchi jirani.","Gik madongo ma kelo tuo mar korona gin kaka kwan maduong’ mar oganda ma nyalo konyo e lando kendo lando tuo mar korona, chokruok mathoth (nyasi mar keny ma ne otim e Karen kendo e otel e kinde chokruok mar piny mangima), yudo pi maler kod ler mowinjore kod kwan maduong’ mar oganda ma ni e pinje ma machiegni.",nsdcc,10/07/2026,https://nsdcc.go.ke/campaigns/
3247,Health,Cholera,"Since December 2014, the Republic of Kenya has been experiencing continuous large outbreaks of cholera, with a cumulative total of 17 597 cases reported (10 568 cases reported in 2015 and 6448 in 2016).","Tangu Desemba 2014, Jamhuri ya Kenya imekuwa ikikumbwa na milipuko mikubwa ya kipindupindu, na jumla ya kesi 17 597 zimeripotiwa (kesi 10 568 ziliripotiwa mwaka wa 2015 na 6448 mwaka wa 2016).","Chakre dwe mar apar gi ariyo higa mar 2014, piny Kenya osebedo ka yudo tuoche madongo mag kolera ma dhi nyime, kendo kwan mar jogo ma oyudo tuwo mar kolera romo 17 597 (tuwo 10 568 ma ne oyudo e higa mar 2015 to 6448 e higa mar 2016).",moh,10/07/2026,https://www.health.go.ke/covid-19
3248,Health,General,The country has activated the national task force to coordinate the response to the outbreak.,Nchi imeanzisha kikosi kazi cha kitaifa kuratibu mwitikio wa mlipuko huo.,Pinyno osetiyo gi riwruok mar piny mangima mondo ochung' ne dwoko mar tuwo mar korona.,who_kenya,10/07/2026,https://www.afro.who.int/countries/kenya
3249,Health,General,"Since January 2017, WHO and partners are providing technical support to the country for the control of the outbreak.","Tangu Januari 2017, WHO na washirika wanatoa msaada wa kiufundi kwa nchi kwa udhibiti wa mlipuko huo.","Chakre dwe mar achiel higa mar 2017, WHO kod jowetene chiwo kony mar lony ne pinyno e thiro midhiero mar korona.",nsdcc,10/07/2026,https://nsdcc.go.ke/health-committee-explores-sustainable-solutions-for-kenyas-hiv-and-syndemic-disease-response/
3250,Health,General,The country will develop a response plan with focus on the preparedness interventions to avert further spread of the outbreak.,Nchi itaandaa mpango wa majibu kwa kuzingatia hatua za kujitayarisha ili kuzuia kuenea zaidi kwa mlipuko huo.,Piny biro loso chenro mar dwoko ma keto pach kuom yore mag ikruok mondo ogeng’ lalruok mar tuo mar korona.,moh,10/07/2026,https://www.health.go.ke/ebola
3251,Health,General,The WHO country office will repurpose their staff members and experts deployed in Nairobi for the management of the post El Niño effects in the Horn of Africa to support the quick control of this outbreak.,Ofisi ya nchi ya WHO itawatumia tena wafanyikazi wake na wataalam waliotumwa Nairobi kwa usimamizi wa athari za El Niño katika Pembe ya Afrika ili kusaidia udhibiti wa haraka wa mlipuko huu.,Ofis mar piny WHO biro loso kendo jotichgi kod jolony ma gioro e Nairobi mondo ochung’ ne rito gik ma nyalo timore bang’ El Niño e piny Afrika mondo okony e geng’o mapiyo tuo mar korona.,who_kenya,10/07/2026,https://www.afro.who.int/countries/kenya/multimedia
3252,Health,General,WHO will also support the five most at risk counties with disease surveillance and response coordination.,WHO pia itaunga mkono kaunti tano zilizo hatarini zaidi na ufuatiliaji wa magonjwa na uratibu wa kukabiliana.,WHO bende biro konyo county abich ma ni e arita maduong’ie moloyo kuom ng’iyo tuoche kod loso chenro mar dwokogi.,nsdcc,10/07/2026,https://nsdcc.go.ke/news
3253,Health,Child Protection,Partners on the ground are committed to provide support to the ongoing response efforts including support to primary health care and social mobilization by United Nations Children’s Fund (UNICEF).,Washirika mashinani wamejitolea kutoa msaada kwa juhudi zinazoendelea za kukabiliana na hali hiyo ikiwa ni pamoja na usaidizi wa huduma za afya ya msingi na uhamasishaji wa kijamii na Shirika la Umoja wa Mataifa la Kuhudumia Watoto (UNICEF).,Joma tiyo kanyakla e pinyno ochung’ motegno mar chiwo kony ne tich ma dhi nyime mar dwoko ma oting’o kony ne thieth mokwongo kod loso gik moko e kind oganda gi riwruok mar nyithindo mag piny mangima (UNICEF).,moh,10/07/2026,https://www.health.go.ke/glossary
3254,Health,Cholera,Cholera is an acute enteric infection caused by the ingestion of bacterium Vibrio cholerae present in faecally contaminated water or food.,Kipindupindu ni maambukizi makali ya tumbo yanayosababishwa na kumeza bakteria aina ya Vibrio cholerae iliyopo kwenye maji au chakula kilichochafuliwa na kinyesi.,Kolera en tuwo mager mar ich ma ikelo gi ng’ato ka ng’ato ma ng’ato ochamo gik ma kelo kwiri ma iye ( Vibrio kolerae ) ma yudore e pi kata chiemo ma nigi lak.,who_kenya,10/07/2026,https://www.afro.who.int/countries/kenya/news
3255,Health,General,It is primarily linked to insufficient access to safe water and adequate sanitation.,Kimsingi inahusishwa na upatikanaji duni wa maji salama na usafi wa mazingira wa kutosha.,Otudore ahinya gi bedo maonge gi pi maler moromo kod bedo gi ler moromo.,nsdcc,10/07/2026,https://nsdcc.go.ke/news/
3256,Health,Cholera,Cholera is always considered a potentially serious infectious disease and can cause high morbidity and mortality.,Kipindupindu daima huchukuliwa kuwa ugonjwa hatari wa kuambukiza na unaweza kusababisha magonjwa mengi na vifo.,"Kinde duto, kolera okawe kaka tuo ma nyalo mako ng’ato kendo nyalo kelo tuoche mang’eny kod tho mang’eny.",moh,10/07/2026,https://www.health.go.ke/index.php/
3257,Health,General,"It has the potential to spread rapidly, depending on the exposure frequency, population exposed and the context.","Ina uwezo wa kuenea kwa haraka, kulingana na marudio ya mfiduo, idadi ya watu inayofichuliwa na muktadha.","En gi nyalo mar landore mapiyo, kaluwore gi kaka ng’ato ng’iyo gik moko, kwan mar ji ma ng’iyo gik moko kod gik ma timore.",who_kenya,10/07/2026,https://www.afro.who.int/health-topics
3258,Health,Cholera,Cholera outbreaks have been reported in the Republic of Kenya every year with large cyclical epidemics every five to seven years.,Milipuko ya kipindupindu imeripotiwa katika Jamhuri ya Kenya kila mwaka huku kukiwa na milipuko mikubwa ya mzunguko kila baada ya miaka mitano hadi saba.,Kolera osebedo ka yudore e piny Kenya higa ka higa ka tuoche madongo ma ng’ato nyalo ng’ado bang’ higni abich nyaka abiro.,nsdcc,10/07/2026,https://nsdcc.go.ke/news/tv-townhall-meetings/
3259,Health,General,The risk of the current outbreak is assessed as high at national and regional levels and moderate at global level.,Hatari ya mlipuko wa sasa inatathminiwa kuwa ya juu katika viwango vya kitaifa na kikanda na wastani katika kiwango cha kimataifa.,"Risiko mar tuo ma sani nitie, opim ni en gima duong’ ahinya e rang’iny mar piny kod mar ng’om kendo ni en mar piny mangima.",moh,10/07/2026,https://www.health.go.ke/
3260,Health,General,"The outbreak occurred in the context of a sub-regional drought, conflicts and insecurity in the Horn of Africa.","Mlipuko huo ulitokea katika muktadha wa ukame wa kikanda, migogoro na ukosefu wa usalama katika Pembe ya Afrika.","Ogandano ne otimore e kinde ma ne nitie oro matin, lwenje kod bedo maonge arita e piny Afrika.",who_kenya,10/07/2026,https://www.afro.who.int/health-topics/cholera/outbreak/11-december-2017-kenya
3261,Health,General,"In addition, the outbreak is affecting the densely populated capital city Nairobi, and two large refugee camps (Kakuma and Dadaab) with massive population movements within country and between neighbouring countries.","Kwa kuongeza, mlipuko huo unaathiri mji mkuu wa Nairobi wenye wakazi wengi, na kambi mbili kubwa za wakimbizi (Kakuma na Dadaab) zenye harakati kubwa za watu ndani ya nchi na kati ya nchi jirani.","Kaachiel gi mago, loch ni mulo boma maduong' mar Nairobi ma nigi oganda mang'eny, kod kambi ariyo madongo mag jolweny (Kakuma kod Dadaab) mantie gi wuodh mathoth mar oganda ei piny kod e kind pinje man machiegni.",nsdcc,10/07/2026,https://nsdcc.go.ke/
3262,Health,Cholera,"Previous large outbreaks in the Republic of Kenya have originated from similar settings, and the risk for propagation of cholera within the affected area as well as to other parts of the country is high.","Milipuko mikubwa ya awali katika Jamhuri ya Kenya ilitokana na mazingira kama hayo, na hatari ya kuenezwa kwa kipindupindu katika eneo lililoathiriwa na pia katika maeneo mengine ya nchi ni kubwa.","Gik madongo ma ne otimore chon e piny Kenya ne ochakore e kuonde ma chal gi mago, kendo nyalo mar lando tuo mar kolera e alwora ma tuono omakoe kaachiel gi kuonde mamoko mag pinyno ni malo ahinya.",moh,10/07/2026,https://www.health.go.ke/cholera
3263,Health,General,The country has identified a limited capacity for response and low access to safe water.,Nchi imebaini uwezo mdogo wa mwitikio na upatikanaji mdogo wa maji salama.,Pinyno osefwenyo ni nyalo matin mar dwoko penjono tin kendo ni nitie pi matin mar yudo pi maler.,who_kenya,10/07/2026,https://www.afro.who.int/health-topics/cholera/outbreak/21-july-2017-kenya
3264,Health,General,There is an opportunity to implement early preparedness and response measures to contain the outbreak and prevent spread.,Kuna fursa ya kutekeleza maandalizi ya mapema na hatua za kukabiliana na mlipuko na kuzuia kuenea.,Nitie thuolo mar keto e tich yore mag ikruok mapiyo kod dwoko mar geng'o tuo mar korona kendo geng'o lalruok mar tuo.,nsdcc,10/07/2026,https://nsdcc.go.ke/campaigns/
3265,Health,General,The current outbreaks linked to mass gathering activities poses additional risk of food safety as well as the need to conduct sanitary inspection in restaurants and hotels.,Mlipuko wa sasa unaohusishwa na shughuli za mkusanyiko unaleta hatari zaidi ya usalama wa chakula na hitaji la kufanya ukaguzi wa usafi katika mikahawa na hoteli.,Gik ma sani timore ma tudruok gi tije mag chokruok mar ji mang’eny kelo luoro ma medore mar rito chiemo kaachiel gi dwaro mar timo nonro mar ler e ute chiemo kod otel.,moh,10/07/2026,https://www.health.go.ke/covid-19
3266,Health,Cholera,WHO recommends improving the readiness of counties and health facilities to early detect and respond to the cholera outbreak as well as the reinforcement of coordination and multisectoral approaches.,WHO inapendekeza kuboresha utayari wa kaunti na vituo vya afya kutambua mapema na kukabiliana na mlipuko wa kipindupindu pamoja na uimarishaji wa uratibu na mbinu za sekta mbalimbali.,WHO ogolo paro ni mondo ober bedo moikore mar kaunti kod kuonde thieth mondo ong’e kendo ochung’ne tuwo mar kolera mapiyo kaachiel gi keto teko e riwruok kod yore mag ng’ado bura ma ng’ato ka ng’ato onego otim.,who_kenya,10/07/2026,https://www.afro.who.int/countries/35/health-topics
3267,Health,General,"In addition, hygiene practices in households, restaurant, hotels, refugee camps and health facilities should be improved and food safety interventions should be strengthened.","Aidha, taratibu za usafi katika kaya, migahawa, hoteli, kambi za wakimbizi na vituo vya afya zinapaswa kuboreshwa na afua za usalama wa chakula zinapaswa kuimarishwa.","Bende, onego ober yore mag rito ler e udi, kuonde chiemo, otel, kambi mag jolweny kod kuonde thieth kendo onego oket teko kuom yore mag rito chiemo.",nsdcc,10/07/2026,https://nsdcc.go.ke/health-committee-explores-sustainable-solutions-for-kenyas-hiv-and-syndemic-disease-response/
3268,Health,General,WHO does not recommend any restriction on travel and trade to the Republic of Kenya based on the information available on the current outbreak.,WHO haipendekezi vikwazo vyovyote vya usafiri na biashara kwa Jamhuri ya Kenya kulingana na taarifa zilizopo kuhusu mlipuko wa sasa.,WHO ok ogolo paro ni onego oket chik moro amora kuom wuotho ​​kod ohala e piny Kenya kaluwore gi weche ma nitie ewi tuo mar korona.,moh,10/07/2026,https://www.health.go.ke/ebola
3269,Agriculture,General,Farmers growing maize are advised to watch out for drought this season.,Wakulima wanaolima mahindi washauriwa kuchunga ukame msimu huu.,Jopur ma pidho cham omiye rieko mar bedo gi oro e kindeni.,kbc,10/07/2026,https://www.kbc.co.ke/
3270,Agriculture,General,Farmers growing millet are advised to watch out for fungal blight this season.,Wakulima wanaolima wimbi washauriwa kuchunga ugonjwa wa fangasi msimu huu.,Jopur mapidho ngano ipuonjogi mondo gibed gi ritruok kuom tuoche mag fungi e kindeni.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/about-us/
3271,Agriculture,General,Vaccinate your cattle against mastitis before the rainy season.,Chanja ng'ombe yako dhidi ya maambukizi ya kiwele kabla ya msimu wa mvua.,Chiw ne dhiang’ mari chanjo mar geng’o tuo mar master kapok kinde koth ochopo.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/
3272,Agriculture,General,Farmers growing millet are advised to watch out for drought this season.,Wakulima wanaolima wimbi washauriwa kuchunga ukame msimu huu.,Jopur ma pidho ngano ipuonjogi mondo gibed gi ritruok kuom oro e kindeni.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/advertising/
3273,Agriculture,General,Protect your sunflower from maize streak virus by mulching early.,Linda alizeti yako dhidi ya virusi vya mistari ya mahindi kwa kufunika udongo mapema.,Riek maua mari mar chieng' kuom midhusi mar ng'injo mar ngano kuom keto lum mapiyo.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/county-news/
3274,Agriculture,General,Protect your sweet potatoes from fungal blight by using certified seeds.,Linda viazi vitamu yako dhidi ya ugonjwa wa fangasi kwa kutumia mbegu zilizothibitishwa.,Riek ng’injo mari mondo kik oyud tuwo mar fungal kuom tiyo kod kodhi ma nigi oboke ma nyiso ni en ng’at ma ng’iyo.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/brands/ramogi-fm/
3275,Agriculture,General,Keep your cattle healthy by monitoring for signs of African swine fever.,Weka ng'ombe wako na afya kwa kuchunguza dalili za homa ya nguruwe ya Afrika.,Ket dhiang' mari obed maber kuom luwo ranyisi mag liet mar anguro ma Afrika.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/international-news/
3276,Agriculture,General,Keep your pigs healthy by monitoring for signs of foot-and-mouth disease.,Weka nguruwe wako na afya kwa kuchunguza dalili za ugonjwa wa miguu na midomo.,Ket anguro magi obed gi ngima maber kuom luwo ranyisi mag tuo mar tielo kod dhok.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/careers/
3277,Agriculture,General,Protect your bananas from drought by rotating crops.,Linda ndizi yako dhidi ya ukame kwa kubadilisha mazao.,Rit banana mari mondo kik oyud oro kuom loko cham ma ipidho.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/international-news/africa/
3278,Agriculture,General,Combine applying organic manure with proper spacing to boost your millet yield.,Changanya kutumia mbolea ya asili na nafasi sahihi ili kuongeza mavuno ya wimbi.,Riw keto lum ma dongo dongo kod thuolo mowinjore mondo omed cham mari mar ngano.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/engagements/
